X,Y,FID,Ubicacion,Fallecidos,Graves,MenosGrave,Leve,Accidentes
-70.5614162315617,-33.4386914908553,1631,"PRINCIPE DE GALES & MONSENOR EDWARDS, LA REINA",0,1,0,0,1
-70.5607538824534,-33.4016881456195,1632,"LOS MILITARES & NUESTRA SENORA DEL ROSARIO, LAS CONDES",0,0,0,1,1
-70.5644231974621,-33.6064299909792,1633,"JOSE MANUEL IRARRAZAVAL & NONATO COO, PUENTE ALTO",0,0,1,0,1
-70.5604386925053,-33.41713170857,1634,"HERNANDO DE MAGALLANES & CRISTOBAL COLON, LAS CONDES",0,0,0,1,1
-70.5633417163943,-33.5853230407476,1635,"MEXICO & LUIS MATTE LARRAIN, PUENTE ALTO",1,0,0,0,1
-70.5629122535642,-33.5722610601679,1636,"1759 EL PERAL, PUENTE ALTO",0,0,1,0,1
-70.5634931962924,-33.611032005632,1637,"EYZAGUIRRE & NONATO COO, PUENTE ALTO",0,1,0,0,1
-70.5626717421225,-33.5738603247058,1638,"MANUTARA & LOS JARDINES, PUENTE ALTO",0,0,0,1,1
-70.5628993502038,-33.5882775854001,1639,"MEXICO & ANGEL PIMENTEL, PUENTE ALTO",0,0,0,2,2
-70.5621809203925,-33.559771010791,1640,"DIEGO PORTALES & EL LIMONERO, LA FLORIDA",0,0,0,1,1
-70.559567815872,-33.4153389725224,1641,"MARTIN DE ZAMORA & HERNANDO DE MAGALLANES, LAS CONDES",0,0,1,1,1
-70.5631577245377,-33.6163299157457,1642,"CIRCUNVALACION & NONATO COO, PUENTE ALTO",0,0,0,1,1
-70.5610933067332,-33.5052781919469,1643,"TOBALABA & LAS TORRES, PENALOLEN",1,0,0,0,1
-70.5602592364183,-33.4725881646746,1644,"7063 GRECIA, PENALOLEN",0,1,0,0,1
-70.5619089519561,-33.5757728019695,1645,"GABRIELA ORIENTE & JUAN DE DIOS VIGNOLI, PUENTE ALTO",0,0,0,1,1
-70.5598750016358,-33.4625555455743,1646,"JOSE ARRIETA & ICTINOS, PENALOLEN",0,0,0,2,2
-70.5618967187566,-33.575691792316,1647,"1786 GABRIELA ORIENTE, PUENTE ALTO",0,0,0,1,1
-70.5576406426385,-33.3398602713225,1648,"CAMINO DE LAS ERMITAS & EL GOLF DE MANQUEHUE, LO BARNECHEA",0,0,0,1,1
-70.5620866490647,-33.590416147371,1649,"2217 CORDILLERA DE LA SAL, PUENTE ALTO",0,0,0,1,1
-70.5616600743204,-33.5757128156035,1650,"332 GABRIELA ORIENTE, PUENTE ALTO",0,0,0,1,1
-70.5606331799178,-33.5264138970146,1651,"GERONIMO DE ALDERETE & JARDIN ALTO, LA FLORIDA",0,0,0,1,1
-70.5618476222133,-33.6040546849352,1652,"1072 EDUARDO CORDERO, PUENTE ALTO",0,0,1,0,1
-70.5609796687324,-33.556467449148,1653,"LA FLORIDA & SAN JORGE, PUENTE ALTO",0,0,0,0,1
-70.5591236016479,-33.4674619823693,1654,"6958 ORIENTAL, PENALOLEN",0,0,0,2,1
-70.5607543369585,-33.5595094429029,1655,"DIEGO PORTALES & CORDILLERA, LA FLORIDA",0,0,0,2,1
-70.5581716516053,-33.4214620096424,1656,"ALONSO DE CAMARGO & ROBERTO LOPEZ MENESES, LAS CONDES",0,0,0,2,2
-70.5578831493469,-33.4119331310369,1657,"VICTOR SOTTA & HERNANDO DE MAGALLANES, LAS CONDES",0,0,0,1,1
-70.5596227874325,-33.5223142809253,1658,"WALKER MARTINEZ & HOREB, LA FLORIDA",0,0,0,1,1
-70.5588080369605,-33.4888935911969,1659,"12301 TOBALABA, PENALOLEN",0,0,0,1,1
-70.559983923057,-33.5573998654254,1660,"LA FLORIDA & VALLE DEL SOL, PUENTE ALTO",0,0,0,1,1
-70.5572239038038,-33.4045192135585,1661,"7146 LAS CONDES, LAS CONDES",0,1,0,0,1
-70.5573065928253,-33.4175859238516,1662,"7000 CRISTOBAL COLON, LAS CONDES",0,0,0,0,1
-70.5604793722427,-33.5986971090339,1663,"CALETA BRAVA & LOS DIAGUITAS, PUENTE ALTO",0,0,0,1,1
-70.5600223878042,-33.5798998957198,1664,"1995 EL PENON, PUENTE ALTO",0,0,0,1,1
-70.5599335779588,-33.5755632465941,1665,"GABRIELA ORIENTE & LAS NIEVES ORIENTE, PUENTE ALTO",0,0,0,2,1
-70.5602818047631,-33.6008910238496,1666,"1244 DOMINGO TOCORNAL, PUENTE ALTO",0,0,0,1,1
-70.5594565068603,-33.5592191814441,1667,"2386 DIEGO PORTALES, LA FLORIDA",0,0,0,1,1
-70.5577946964605,-33.4863992335612,1668,"LOS PRESIDENTES & MARIANO SANCHEZ FONTECILLA, PENALOLEN",0,0,1,0,1
-70.5598848112348,-33.6039802543376,1669,"CALLE 1 & EDUARDO CORDERO, PUENTE ALTO",0,0,0,1,1
-70.5585767906582,-33.5336273798876,1670,"8950 JARDIN ALTO, LA FLORIDA",0,0,0,1,1
-70.5588844379648,-33.5591542420029,1671,"DIEGO PORTALES & CAMILO HENRIQUEZ, PUENTE ALTO",0,0,0,1,1
-70.5584748809226,-33.5591413632367,1672,"CAMILO HENRIQUEZ & DIEGO PORTALES, PUENTE ALTO",0,1,1,1,3
-70.5553347173762,-33.3896173265052,1673,"PUERTO RICO & INDIANA, VITACURA",0,0,0,1,1
-70.5561754953772,-33.439172225578,1674,"AGUAS CLARAS & PRINCIPE DE GALES, LA REINA",0,0,0,1,1
-70.5555129462317,-33.4020335439471,1675,"LAS CONDES & LA ORACION, LAS CONDES",0,0,0,1,1
-70.5591660196018,-33.6101487424225,1676,"1686 EYZAGUIRRE, PUENTE ALTO",0,1,0,0,1
-70.5550884473079,-33.388466046131,1677,"7901 LAS HUALTATAS, VITACURA",0,0,0,1,1
-70.5562190161208,-33.4560631657014,1678,"TOBALABA & NUNCIO LAGHI, LA REINA",0,1,0,0,1
-70.5578785818052,-33.5493279790603,1679,"LAGO YELCHO & LAGO COCHRANE, PUENTE ALTO",0,1,0,0,1
-70.5564246387847,-33.4868222777503,1680,"ALBERTO VALENZUELA LLANOS & LOS PRESIDENTES, PENALOLEN",0,0,0,1,1
-70.5577800432386,-33.5630369791105,1681,"LAS TORRES & NAVARRA, PUENTE ALTO",0,1,0,0,1
-70.5572335568676,-33.5361874397188,1682,"ROJAS MAGALLANES & JARDIN ALTO, LA FLORIDA",0,0,0,1,1
-70.5582333567862,-33.6008447006263,1683,"DOMINGO TOCORNAL & TOME, PUENTE ALTO",0,0,0,1,1
-70.5550936036439,-33.4303838105261,1684,"7452 FRANCISCO BILBAO, LAS CONDES",0,0,1,0,1
-70.5545284327007,-33.4010899260752,1685,"7633 LAS CONDES, LAS CONDES",0,1,0,1,1
-70.5543846329375,-33.4081081002919,1686,"7200 APOQUINDO, LAS CONDES",0,0,0,2,1
-70.5570674193655,-33.5665450288447,1687,"LOS TOROS & NAVARRA, PUENTE ALTO",0,0,0,1,1
-70.5545386080091,-33.4306252487168,1688,"FRANCISCO BILBAO & ALCALDE MANUEL DE LA LASTRA, LA REINA",0,0,0,1,1
-70.5538479365921,-33.3942714591086,1689,"840 LAS TRANQUERAS, LAS CONDES",0,0,1,0,1
-70.5542218028743,-33.41828296593,1690,"CRISTOBAL COLON & MAYECURA, LAS CONDES",0,0,0,1,1
-70.5551518456384,-33.4734189249435,1691,"TOBALABA & GRECIA, PENALOLEN",0,0,0,1,2
-70.5537199121794,-33.3943271733443,1692,"MARDONAL & LAS TRANQUERAS, LAS CONDES",0,0,0,2,1
-70.5549263021836,-33.4625996906881,1693,"JOSE ARRIETA & TOBIAS BARROS, PENALOLEN",0,0,0,2,2
-70.5542317091803,-33.429700196459,1694,"TOMAS MORO & NANDU, LAS CONDES",0,0,0,1,1
-70.5569329430111,-33.5872525918489,1695,"LAS NIEVES ORIENTE & ANGEL PIMENTEL, PUENTE ALTO",0,1,1,0,2
-70.5533467486231,-33.3914820027137,1696,"PRESIDENTE KENNEDY & LAS TRANQUERAS, VITACURA",0,1,0,0,1
-70.553991695801,-33.4391635416494,1697,"7441 PRINCIPE DE GALES, LA REINA",0,0,0,1,1
-70.5528890799717,-33.3875105746829,1698,"LAS HUALTATAS & LAS TRANQUERAS, VITACURA",0,0,0,1,1
-70.5554838992754,-33.5359028117797,1699,"ROJAS MAGALLANES & SANTA VICTORIA, LA FLORIDA",0,0,0,1,1
-70.556762607588,-33.6149496401456,1700,"CIRCUNVALACION & GUAYACAN, PUENTE ALTO",0,0,0,1,1
-70.553277590306,-33.420819962121,1701,"TOMAS MORO & NICOSIA, LAS CONDES",0,0,0,1,1
-70.5532047269144,-33.4203519150563,1702,"TOMAS MORO & MARTIN ALONSO PINZON, LAS CONDES",0,1,0,0,1
-70.5535779015148,-33.4515510177154,1703,"LOS LITRES & LARRAIN, LA REINA",0,0,0,1,1
-70.5532464993448,-33.442617918196,1704,"1052 VICENTE PEREZ ROSALES, LA REINA",0,0,0,1,1
-70.5527807276174,-33.4182829793674,1705,"ATENAS & CUARTO CENTENARIO, LAS CONDES",0,0,0,1,1
-70.5552431619677,-33.5627352090814,1706,"4311 CAMILO HENRIQUEZ, PUENTE ALTO",0,0,0,1,1
-70.5517614369057,-33.3827358562229,1707,"PADRE HURTADO NORTE & MAR JONICO, VITACURA",0,0,0,1,1
-70.5524002547448,-33.42530409918,1708,"1660 FLORENCIO BARRIOS, LAS CONDES",0,0,0,1,1
-70.5518092885915,-33.408410898986,1709,"CHESTERTON & APOQUINDO, LAS CONDES",0,1,0,0,1
-70.5546345964193,-33.5678471879838,1710,"CAMILO HENRIQUEZ & SIN NOMBRE, PUENTE ALTO",0,2,1,1,3
-70.5511558556472,-33.3837444818866,1711,"VITACURA & PADRE HURTADO NORTE, VITACURA",0,0,0,1,1
-70.551118309791,-33.3840515804514,1712,"1602 PADRE HURTADO NORTE, VITACURA",0,0,0,1,1
-70.5524430818034,-33.4741923954654,1713,"GRECIA & LAS CODORNICES, PENALOLEN",0,0,0,1,1
-70.5515762818402,-33.430373759671,1714,"FLORENCIO BARRIOS & FRANCISCO BILBAO, LA REINA",0,0,0,0,1
-70.5515485168494,-33.4300223877657,1715,"FRANCISCO BILBAO & FLORENCIO BARRIOS, LAS CONDES",0,0,0,1,1
-70.5517269764938,-33.4696380604634,1716,"MARIANO SANCHEZ FONTECILLA & LAS PARCELAS, PENALOLEN",0,0,0,1,1
-70.5512701750962,-33.4512462362067,1717,"LARRAIN & PEPE VILA, LA REINA",0,0,0,2,1
-70.5502294594523,-33.3969591422794,1718,"LAS CONDES & LAS AZALEAS, LAS CONDES",0,0,0,1,2
-70.5499107821932,-33.3862762029962,1719,"PADRE HURTADO NORTE & LAS HUALTATAS, VITACURA",0,0,0,1,1
-70.5525325719838,-33.5352634827377,1720,"ROJAS MAGALLANES & EL HUALLE SUR, LA FLORIDA",0,1,0,1,1
-70.5522153746561,-33.519323085062,1721,"6800 LAS ARAUCARIAS, LA FLORIDA",0,0,0,1,1
-70.5497800228848,-33.3831484138829,1722,"VITACURA & PADRE DAMIAN DEVEUSTER, VITACURA",0,1,0,0,1
-70.5535673126014,-33.6098765058882,1723,"EYZAGUIRRE & SUPERINTENDENTE LUIS MORENO PAZ, PUENTE ALTO",0,0,0,1,1
-70.5486819844927,-33.3891233563348,1724,"FERNANDO DE ARGUELLO & PADRE HURTADO NORTE, VITACURA",0,0,0,1,1
-70.5487175965286,-33.4080978172768,1725,"7826 APOQUINDO, LAS CONDES",0,0,0,2,1
-70.5478405546626,-33.4295727116966,1726,"8080 FRANCISCO BILBAO, LAS CONDES",0,1,0,0,1
-70.5476751521078,-33.4281318238092,1727,"MANUEL CLARO VIAL & DUQUECO, LAS CONDES",0,1,0,0,1
-70.5502679214045,-33.5808972665421,1728,"CAMILO HENRIQUEZ & CALETERA CAMILO HENRIQUEZ, PUENTE ALTO",0,1,0,0,1
-70.5474425218598,-33.4295686608662,1729,"FRANCISCO BILBAO & DUQUECO, LAS CONDES",0,1,0,1,2
-70.5471419604307,-33.417478656024,1730,"CRISTOBAL COLON & IMPERIAL, LAS CONDES",0,0,0,1,1
-70.5464640105533,-33.4053211845991,1731,"7512 LAS TROMPETAS, LAS CONDES",0,0,0,1,1
-70.547980807413,-33.5143077853485,1732,"LAS PERDICES & MARIA ANGELICA, LA FLORIDA",0,0,0,1,1
-70.5454931180171,-33.3942134799865,1733,"LAS CONDES & PADRE HURTADO NORTE, LAS CONDES",0,0,0,2,1
-70.5453126475832,-33.3888767720739,1734,"9001 PRESIDENTE KENNEDY, LAS CONDES",0,0,1,1,1
-70.5452468811699,-33.3888054430374,1735,"GILBERTO FUENZALIDA & PRESIDENTE KENNEDY, LAS CONDES",0,0,0,1,1
-70.5441333177397,-33.3446555060662,1736,"CAMINO LOS TRAPENSES & VALLE DE LA UNION, LO BARNECHEA",0,0,0,1,1
-70.5445005200007,-33.3958401524315,1737,"CHESTERTON & PADRE HURTADO CENTRAL, LAS CONDES",0,0,0,1,1
-70.5443507674472,-33.3964913487219,1738,"EL ALAMEIN & PADRE HURTADO CENTRAL, LAS CONDES",0,0,0,1,1
-70.5423885224399,-33.3255307314097,1739,"CAMINO LOS TRAPENSES & PIE ANDINO, LO BARNECHEA",0,0,0,1,1
-70.5435014756933,-33.4062238565671,1740,"PADRE HURTADO CENTRAL & CAMINO EL ALBA, LAS CONDES",0,1,0,1,2
-70.5431478214974,-33.3923036929739,1741,"LAS CONDES & GILBERTO FUENZALIDA, LAS CONDES",0,2,0,1,2
-70.5441192357676,-33.4635735099603,1742,"8220 JOSE ARRIETA, PENALOLEN",0,1,0,2,1
-70.5440180103381,-33.4712133610562,1743,"LAS PARCELAS & LAGUNA SAN PEDRO, PENALOLEN",0,0,0,2,1
-70.5433399302192,-33.4426694850107,1744,"ECHENIQUE & CARLOS OSSANDON, LA REINA",0,0,0,0,1
-70.5432833371281,-33.4419036219618,1745,"CARLOS OSSANDON & ECHENIQUE, LA REINA",0,1,0,0,1
-70.542284875346,-33.4091790160708,1746,"GENERAL BLANCHE & PADRE HURTADO SUR, LAS CONDES",0,1,0,0,1
-70.5415070123053,-33.3907097755416,1747,"LAS CONDES & CHARLES HAMILTON, LAS CONDES",0,1,0,0,1
-70.5416001545097,-33.4057244269947,1748,"CAMINO EL ALBA & WATERLOO, LAS CONDES",0,1,0,0,1
-70.5413074898039,-33.3903695506497,1749,"9350 LAS CONDES, LAS CONDES",0,1,0,0,1
-70.5419171738875,-33.4716814190836,1750,"8651 LAS PARCELAS, PENALOLEN",0,1,0,0,1
-70.5418038588012,-33.4762190846156,1751,"8787 GRECIA, PENALOLEN",0,0,0,1,1
-70.5415945772014,-33.4716944508121,1752,"CONSISTORIAL & LAS PARCELAS, PENALOLEN",0,0,0,1,1
-70.541176049781,-33.4602101983064,1753,"PASAJE 2 & DIPUTADA LAURA RODRIGUEZ, LA REINA",0,0,1,1,1
-70.5413965297726,-33.473879367837,1754,"PASAJE 6 & TAGUA TAGUA, PENALOLEN",0,0,0,1,1
-70.5400566392038,-33.4053918777493,1755,"CAMINO EL ALBA & CARDENAL NEWMAN, LAS CONDES",0,1,0,1,1
-70.5409511499577,-33.4584453837283,1756,"TALINAY & DIPUTADA LAURA RODRIGUEZ, LA REINA",0,1,0,1,2
-70.5405046906515,-33.4903670599371,1757,"SIN CLASIFICACION & SIN CLASIFICACION, PENALOLEN",0,0,0,1,1
-70.5384415950012,-33.3833075393084,1758,"RODODENDROS & CORTE DE APELACIONES, VITACURA",0,0,0,1,1
-70.5383284717235,-33.404953377045,1759,"CAMINO EL ALBA & PAUL HARRIS, LAS CONDES",0,0,0,1,1
-70.5387418863743,-33.4722439529957,1760,"AMANECER & LAS PARCELAS, PENALOLEN",0,0,0,1,1
-70.5377892466505,-33.4207243837951,1761,"PADRE HURTADO SUR & PATRICIA, LAS CONDES",0,0,0,1,1
-70.5387097979048,-33.4819932438855,1762,"9000 ANTUPIREN, PENALOLEN",0,0,0,1,1
-70.536407474173,-33.3813396450427,1763,"TABANCURA & LAS HUALTATAS, VITACURA",0,0,1,0,1
-70.5374235113671,-33.472539886251,1764,"9053 LAS PARCELAS, PENALOLEN",0,0,0,1,1
-70.5364086446145,-33.4162232336294,1765,"CRISTOBAL COLON & LOS VILOS, LAS CONDES",0,1,0,0,1
-70.5371974199687,-33.4725336724939,1766,"LAS PARCELAS & QUEBRADA DE UMALLANI, PENALOLEN",0,1,0,0,1
-70.5358131849379,-33.4642178161242,1767,"JOSE ARRIETA & COMBATE DE IQUIQUE, LA REINA",0,0,0,2,1
-70.5351449634789,-33.455000239028,1768,"CORDILLERA & PASAJE 4, LA REINA",0,0,0,1,1
-70.5342303012011,-33.4067086273709,1769,"9541 GENERAL BLANCHE, LAS CONDES",1,0,0,0,1
-70.5331862680936,-33.3882876832382,1770,"CAMPANARIO & PAUL HARRIS, LAS CONDES",0,0,0,1,1
-70.53701256452,-33.6074680636113,1771,"EYZAGUIRRE & EL NOGAL, PUENTE ALTO",0,0,1,0,1
-70.5333874059853,-33.4162606219726,1772,"9413 LA QUEBRADA, LAS CONDES",0,0,0,1,1
-70.5322121359967,-33.3548138195575,1773,"JOSE ALCALDE DELANO & SANTA BLANCA, LO BARNECHEA",0,0,1,0,2
-70.5332958713065,-33.4202298894252,1774,"PATRICIA & PICHIDANGUI, LAS CONDES",0,0,0,0,1
-70.5336432325925,-33.4405893077535,1775,"CARLOS SILVA VILDOSOLA & VALENZUELA LLANOS, LA REINA",0,0,0,3,2
-70.5323163442403,-33.3822109168387,1776,"LAS CONDES & LO FONTECILLA, LAS CONDES",0,0,1,0,1
-70.5318012535498,-33.4239188829028,1777,"ALEJANDRO FLEMING & SANTA ZITA, LAS CONDES",0,1,0,0,1
-70.5323976765306,-33.4651799715747,1778,"JOSE ARRIETA & CALLE 1, LA REINA",0,0,1,0,1
-70.5316960304563,-33.4271127256525,1779,"9312 NUEVA BILBAO, LAS CONDES",0,1,0,0,1
-70.5310251471047,-33.4011477304197,1780,"9771 CAMINO EL ALBA, LAS CONDES",0,0,1,0,1
-70.5302624689306,-33.3803333481813,1781,"11049 LAS CONDES, LAS CONDES",1,0,0,1,1
-70.5304133334433,-33.4214378966115,1782,"PAUL HARRIS & PUNITAQUI, LAS CONDES",0,1,0,0,1
-70.5296478585945,-33.4219433572253,1783,"PAUL HARRIS & SANTA ZITA, LAS CONDES",0,0,0,1,1
-70.5296407500966,-33.4239906421907,1784,"VITAL APOQUINDO & ALEJANDRO FLEMING, LAS CONDES",0,0,0,1,1
-70.5298801031619,-33.4462092083347,1785,"847 LAS PERDICES, LA REINA",0,0,0,0,1
-70.5277434183838,-33.3358486690992,1786,"BERNARDO LARRAIN COTAPOS & LOS QUELTEHUES, LO BARNECHEA",0,2,0,0,1
-70.5299931577087,-33.471017545613,1787,"9738 ROCA VIVA, PENALOLEN",0,1,0,0,1
-70.5300956148698,-33.4786819370897,1788,"GRECIA & CAMINO EL PRINCIPE, PENALOLEN",1,3,1,7,2
-70.5281157649939,-33.3780600702879,1789,"LAS CONDES & VALLE ALEGRE, LAS CONDES",0,0,0,1,1
-70.5282462495674,-33.390431907175,1790,"10198 CHARLES HAMILTON, LAS CONDES",0,0,1,0,1
-70.5293648138664,-33.4591390056306,1791,"LAS PERDICES & TALINAY, LA REINA",0,0,0,1,1
-70.5310251641836,-33.5992184857469,1792,"EYZAGUIRRE & CAMILO HENRIQUEZ, PUENTE ALTO",0,1,0,1,2
-70.5308851096426,-33.6101954197569,1793,"EL VOLCAN & LOS ALAMOS, PUENTE ALTO",0,0,0,1,1
-70.5251036788609,-33.3403543488511,1794,"12099 BERNARDO LARRAIN COTAPOS, LO BARNECHEA",0,0,0,1,1
-70.52708233114,-33.4750035182576,1795,"1500 QUEBRADA SAN PEDRO, PENALOLEN",0,0,0,1,1
-70.5236618051928,-33.3790798200128,1796,"SAN DAMIAN & FRAY LUIS DE LEON, LAS CONDES",0,1,0,0,1
-70.5237963268704,-33.4809329993933,1797,"DIAGONAL LAS TORRES & LA COORDINADORA, PENALOLEN",0,0,0,2,1
-70.5235463016452,-33.4814050317175,1798,"DIAGONAL LAS TORRES & CASANOVA, PENALOLEN",0,0,0,1,2
-70.5249872561412,-33.6100698814629,1799,"EL VOLCAN & LOS SUSPIROS, PUENTE ALTO",0,1,0,0,1
-70.5195540729985,-33.3301501720422,1800,"4505 LA DEHESA, LO BARNECHEA",0,1,0,0,1
-70.5201221960879,-33.3739646065672,1801,"12157 LAS CONDES, LAS CONDES",0,1,0,0,1
-70.5237146710229,-33.6130886416667,1802,"LOS SUSPIROS & CALLE LAGO CARRERA, PUENTE ALTO",0,0,0,3,1
-70.5186464569793,-33.3527529141577,1803,"LA DEHESA & EL RODEO, LO BARNECHEA",0,0,0,3,4
-70.5191791862207,-33.395142712652,1804,"CAMINO OTONAL & CAMINO LAS FLORES, LAS CONDES",0,1,0,0,1
-70.5182532148219,-33.3536235098225,1805,"1939 LA DEHESA, LO BARNECHEA",0,1,0,0,1
-70.517687477116,-33.3668426689037,1806,"RAUL LABBE & EL RADAL, LO BARNECHEA",0,1,0,0,1
-70.5196762449138,-33.4890460670217,1807,"DIAGONAL LAS TORRES & CAMINO PRIVADO, PENALOLEN",0,1,0,0,1
-70.5176391370213,-33.3727233755368,1808,"LAS CONDES & SAN FRANCISCO DE ASIS, LAS CONDES",0,0,0,1,1
-70.5170236910344,-33.3663727983446,1809,"12931 RAUL LABBE, LO BARNECHEA",0,0,0,1,1
-70.5212109609097,-33.6116855620116,1810,"EL OMBU & MANUEL RODRIGUEZ, PUENTE ALTO",0,0,0,1,1
-70.5209090897695,-33.5981799240377,1811,"LOS CASTANOS & CAMINO A EL VOLCAN, PUENTE ALTO",1,0,0,0,1
-70.5204433497042,-33.6103242271747,1812,"11 DE SEPTIEMBRE & LOS PIMIENTOS, PUENTE ALTO",0,0,0,1,1
-70.5164288658411,-33.4057821646951,1813,"FRANCISCO BULNES CORREA & QUEBRADA HONDA, LAS CONDES",0,0,0,1,1
-70.5156304137727,-33.3696996407943,1814,"ELEODORO GUERRA & COSTANERA MONSENOR ESCRIVA DE BALAGUER, LO BARNECHEA",0,0,1,0,1
-70.5152855713654,-33.362209401965,1815,"EL ROBLE & LA DEHESA, LO BARNECHEA",0,0,0,3,3
-70.5151192494406,-33.3693541568421,1816,"EL GOMERO & COSTANERA MONSENOR ESCRIVA DE BALAGUER, LO BARNECHEA",1,0,0,0,1
-70.5136007511007,-33.3294472691111,1817,"4603 BASEL, LO BARNECHEA",0,1,0,0,1
-70.5135429179319,-33.3267243430422,1818,"PASEO PIE ANDINO & BASEL, LO BARNECHEA",0,0,0,1,1
-70.512408878273,-33.3810482414885,1819,"CHARLES HAMILTON & SAN FRANCISCO DE ASIS, LAS CONDES",0,0,0,1,1
-70.5119609576811,-33.3682112346203,1820,"COSTANERA MONSENOR ESCRIVA DE BALAGUER & LA DEHESA, LO BARNECHEA",0,0,0,2,2
-70.5114128182436,-33.3706980235955,1821,"LA DEHESA & LAS CONDES, LO BARNECHEA",0,0,0,1,1
-70.5103777340417,-33.346252155076,1822,"13382 CAMINO DEL MEMBRILLAR, LO BARNECHEA",0,0,0,1,1
-70.510285880056,-33.3515111294136,1823,"EL RODEO & PADRE ALFREDO ARTEAGA BARROS, LO BARNECHEA",0,0,0,1,1
-70.5101764324554,-33.3569957790361,1824,"1393 PADRE ALFREDO ARTEAGA BARROS, LO BARNECHEA",0,0,0,1,1
-70.509860792563,-33.3586319870395,1825,"PADRE ALFREDO ARTEAGA BARROS & 4 VIENTOS, LO BARNECHEA",0,0,0,1,2
-70.5098156731139,-33.3703296629813,1826,"13200 LAS CONDES, LO BARNECHEA",0,0,0,1,1
-70.5093847480714,-33.3596929535477,1827,"PADRE ALFREDO ARTEAGA BARROS & LOS PATOS, LO BARNECHEA",0,0,0,1,1
-70.5097923286125,-33.3975840834881,1828,"CERRO EL CEPO & SAN CARLOS DE APOQUINDO, LAS CONDES",0,0,0,2,1
-70.5091335599436,-33.3607060917577,1829,"PADRE ALFREDO ARTEAGA BARROS & EL ROBLE, LO BARNECHEA",0,0,0,0,1
-70.5092397141784,-33.3954714456211,1830,"SAN CARLOS DE APOQUINDO & CIRCUNVALACION LAS FLORES, LAS CONDES",0,1,0,0,1
-70.5084878997153,-33.3625266798443,1831,"RAUL LABBE & PADRE ALFREDO ARTEAGA BARROS, LO BARNECHEA",0,0,1,1,2
-70.5078991117506,-33.3701365159323,1832,"13450 LAS CONDES, LO BARNECHEA",0,1,0,0,1
-70.507555295613,-33.3751279755222,1833,"CAMINO LA POSADA & FRAY MONTALVA, LAS CONDES",0,0,0,1,1
-70.5066551391553,-33.3578322040376,1834,"13797 4 VIENTOS, LO BARNECHEA",0,0,0,1,1
-70.505469469888,-33.3301593724278,1835,"EL PEUMO & CAMINO EL HUINGANAL, LO BARNECHEA",0,0,0,0,1
-70.5056672878571,-33.3603784206769,1836,"LO BARNECHEA & ALVAREZ, LO BARNECHEA",0,1,0,0,1
-70.5054324203295,-33.3610937397875,1837,"LO BARNECHEA & GOMEZ, LO BARNECHEA",0,0,0,1,1
-70.5023727607581,-33.3550342189253,1838,"CAMINO CIRCUNVALACION NORTE & EL GAVILAN, LO BARNECHEA",0,1,0,0,1
-70.4999087076317,-33.3648762776056,1839,"14196 QUINCHAMALI, LO BARNECHEA",0,0,0,1,1
-70.4993928519168,-33.3536002081717,1840,"CAMINO CIRCUNVALACION NORTE & 4 NORTE, LO BARNECHEA",0,0,0,1,1
-70.4939870187465,-33.3636399911275,1841,"LAS CONDES & MONSENOR ESCRIVA DE BALAGUER, LO BARNECHEA",0,2,0,1,3
