X,Y,FID,Ubicacion,Fallecidos,Graves,MenosGrave,Leve,Accidentes
-70.729274534325,-33.4143514925146,240,"6866 COSTANERA SUR, CERRO NAVIA",0,0,0,1,1
-70.7289976663869,-33.4117761616903,241,"COSTANERA NORTE & TOTORAL BAJO, RENCA",0,0,0,0,1
-70.729199372949,-33.4279158211316,242,"1450 EL PEUMO, CERRO NAVIA",0,0,0,1,1
-70.727828419447,-33.3700923853178,243,"FILOMENA GARATE & ALMIRANTE CRISTOBAL COLON, QUILICURA",0,0,0,1,1
-70.7277855913435,-33.4064993938783,244,"JOSE MIGUEL INFANTE & CONDELL, RENCA",0,0,0,0,1
-70.7306249826018,-33.5515423509776,245,"28 LAS ACACIAS, SAN BERNARDO",0,0,0,1,1
-70.7280463320713,-33.4505854046868,246,"GENERAL JUAN BUENDIA & DORSAL, LO PRADO",0,0,0,0,1
-70.726355564485,-33.3657210112234,247,"612 MANUEL ANTONIO MATTA, QUILICURA",0,1,0,0,1
-70.7271151176862,-33.4144537273556,248,"COSTANERA SUR & LAS LUMAS, CERRO NAVIA",0,0,0,0,1
-70.7268348976312,-33.4290850561243,249,"6645 JOSE JOAQUIN PEREZ, CERRO NAVIA",0,1,0,0,1
-70.7270194030578,-33.4476237413429,250,"470 GENERAL JUAN BUENDIA, LO PRADO",0,0,1,1,1
-70.7262146563486,-33.4292650367253,251,"6598 JOSE JOAQUIN PEREZ, CERRO NAVIA",0,1,0,0,1
-70.725663452382,-33.4204349312841,252,"SALVADOR GUTIERREZ & HERNAN DOMEYKO, CERRO NAVIA",0,1,0,2,2
-70.7249558795069,-33.4357665907243,253,"1138 LAS LILAS, CERRO NAVIA",0,1,0,0,1
-70.7230504503701,-33.3964919574018,254,"FRUTILLAR & MANUEL RODRIGUEZ, RENCA",0,0,0,2,1
-70.723609505321,-33.4296890562394,255,"6371 JOSE JOAQUIN PEREZ, CERRO NAVIA",0,0,0,2,1
-70.723423946609,-33.4442378769043,256,"814 NEPTUNO, LO PRADO",0,0,0,1,1
-70.7233768435607,-33.4456633943784,257,"NEPTUNO & REINA MAUD, LO PRADO",0,0,0,1,2
-70.7233056506073,-33.4442395213759,258,"NEPTUNO & SAN PABLO, LO PRADO",0,0,0,1,1
-70.7232398773213,-33.4441773088274,259,"6189 SAN PABLO, LO PRADO",0,0,0,1,1
-70.7236385881358,-33.4686739503276,260,"LAS PARCELAS & CURACAVI, ESTACION CENTRAL",0,0,1,0,1
-70.7226888254112,-33.4320826390026,261,"1326 SOFANOR PARRA, CERRO NAVIA",0,1,0,0,1
-70.7229383299268,-33.4517747528474,262,"NEPTUNO & DORSAL, LO PRADO",0,0,0,2,2
-70.7208795469999,-33.3599802983364,263,"LOS EUROPEOS & LO CRUZAT, QUILICURA",0,0,0,0,1
-70.7208355176787,-33.3588355927502,264,"LO CRUZAT & LOS AMERINDIOS, QUILICURA",0,0,0,1,1
-70.7222794567664,-33.43858138155,265,"NEPTUNO & 9 DE JULIO, CERRO NAVIA",0,1,0,0,1
-70.7216452614426,-33.4211761588565,266,"6386 SALVADOR GUTIERREZ, CERRO NAVIA",1,0,0,0,1
-70.7211173345701,-33.4015058466253,267,"JOSE MANUEL BALMACEDA & MANUEL RODRIGUEZ, RENCA",0,0,0,1,1
-70.7202454554455,-33.3681686233356,268,"CARAMPANGUE & OSVALDO LIRA, QUILICURA",0,0,0,0,1
-70.7222567208911,-33.4733374765306,269,"LO ERRAZURIZ & SANTA CORINA, MAIPU",0,0,0,1,1
-70.7210555199442,-33.4125449476732,270,"COSTANERA SUR & CARRASCAL, CERRO NAVIA",0,0,0,1,1
-70.7205945106351,-33.4066173878659,271,"JOSE MIGUEL INFANTE & CALLE 6, RENCA",0,1,0,0,1
-70.7218739556287,-33.4730271628239,272,"SANTA CORINA & 5 DE ABRIL, ESTACION CENTRAL",0,1,0,1,2
-70.7210195547127,-33.4341529369387,273,"VICUNA ROZAS & NEPTUNO, CERRO NAVIA",0,0,0,2,1
-70.7195864941231,-33.3669061849965,274,"MANUEL ANTONIO MATTA & LAS TORRES, QUILICURA",0,0,0,1,1
-70.7211319097691,-33.4725054044366,275,"CURACAVI & 5 DE ABRIL, ESTACION CENTRAL",0,2,0,1,2
-70.7187895203351,-33.3701006589263,276,"433 LAS AGUILAS, QUILICURA",0,0,0,0,1
-70.719950010748,-33.4328240751255,277,"NEPTUNO & TRANSITO, QUINTA NORMAL",0,1,0,0,1
-70.7196113683427,-33.4183816945009,278,"6280 SARA GAJARDO, CERRO NAVIA",0,1,0,0,1
-70.7200595934357,-33.4721505516987,279,"5 DE ABRIL & LUIS INFANTE CERDA, ESTACION CENTRAL",0,0,0,1,1
-70.7189577855659,-33.4255962624833,280,"NEPTUNO & MAPOCHO, CERRO NAVIA",0,0,1,0,1
-70.7181201557184,-33.4016375763181,281,"1497 GENERAL VELASQUEZ, RENCA",0,0,0,1,1
-70.7166260336669,-33.3305314398443,282,"PRESIDENTE EDUARDO FREI MONTALVA & EL JUNCAL, QUILICURA",0,1,0,0,1
-70.7179680237822,-33.4217592257434,283,"NEPTUNO & SALVADOR GUTIERREZ, CERRO NAVIA",0,0,0,1,1
-70.7186224784396,-33.4565872120649,284,"GENERAL OSCAR BONILLA & MINISTRO GANA, LO PRADO",0,0,0,1,1
-70.7188430605881,-33.4710311521529,285,"5 DE ABRIL & 7 DE OCTUBRE, ESTACION CENTRAL",0,0,1,0,1
-70.7186207130651,-33.4712145978312,286,"4937 5 DE ABRIL, ESTACION CENTRAL",0,1,0,1,1
-70.7152610893311,-33.3721334853821,287,"RAMON ROSALES & ZAPALLAR, QUILICURA",0,1,0,0,1
-70.7158583168486,-33.4151059719096,288,"NEPTUNO & CARRASCAL, QUINTA NORMAL",0,1,1,0,2
-70.7158385937612,-33.4250352446683,289,"5920 PADRE TADEO, QUINTA NORMAL",0,1,0,1,1
-70.7146177708493,-33.3700230904802,290,"AMBROSIO O`HIGGINS & LOS CONDORES, QUILICURA",0,0,0,1,1
-70.7156514405558,-33.4308274896977,291,"SAMUEL IZQUIERDO & RIO BAKER, QUINTA NORMAL",0,0,0,2,1
-70.71553754176,-33.4250394098535,292,"NEUQUEN & PADRE TADEO, QUINTA NORMAL",0,0,0,1,1
-70.7175150836369,-33.557956385348,293,"CHENA & LAS ACACIAS, SAN BERNARDO",0,0,0,1,1
-70.7149181614588,-33.4279969147383,294,"SAMUEL IZQUIERDO & COMANDANTE CHACON, QUINTA NORMAL",0,1,0,0,1
-70.7136943314459,-33.3667802610162,295,"MANUEL ANTONIO MATTA & LO CAMPINO, QUILICURA",0,0,0,1,1
-70.7142599110786,-33.4021689457819,296,"JOSE MANUEL BALMACEDA & FRANCISCO ERRAZURIZ, RENCA",0,0,0,1,1
-70.7147954455505,-33.4321469626096,297,"JOSE JOAQUIN PEREZ & VENUS, QUINTA NORMAL",0,1,0,0,1
-70.7142825318084,-33.4115295098774,298,"BRISAS DEL RIO & SANTA EDELMIRA, QUINTA NORMAL",0,0,0,1,1
-70.7140306868963,-33.4266203886997,299,"5730 MAPOCHO, QUINTA NORMAL",0,0,1,0,1
-70.7137128069821,-33.4224854452274,300,"SALVADOR GUTIERREZ & SAMUEL IZQUIERDO, QUINTA NORMAL",0,0,0,1,1
-70.7128544631354,-33.4390095484425,301,"NECOCHEA & 9 DE JULIO, LO PRADO",0,1,0,1,1
-70.710411062482,-33.3445414287625,302,"9160 PRESIDENTE EDUARDO FREI MONTALVA, QUILICURA",0,0,0,1,1
-70.7117976651722,-33.4164156104068,303,"SAMUEL IZQUIERDO & CARRASCAL, QUINTA NORMAL",0,1,0,2,3
-70.7120514185387,-33.4326267709164,304,"JOSE JOAQUIN PEREZ & LO AMPUERO, QUINTA NORMAL",0,0,0,1,1
-70.7120794199852,-33.4362426637014,305,"VICUNA ROZAS & MAXIMILIANO IBANEZ, QUINTA NORMAL",0,0,0,1,1
-70.7102576074667,-33.4031350279902,306,"4420 JOSE MANUEL BALMACEDA, RENCA",0,0,0,1,1
-70.7103369462316,-33.44227280049,307,"SAN PABLO & TALCAHUANO, LO PRADO",0,0,0,1,1
-70.7095910565834,-33.4047855281035,308,"NICANOR FAJARDO & DOMINGO SANTA MARIA, RENCA",0,0,0,0,1
-70.7105840537736,-33.4669069202103,309,"5 DE ABRIL & LOS DURAZNOS, ESTACION CENTRAL",0,0,0,1,1
-70.7091016882793,-33.4204207908945,310,"PROFESOR FUENTES MATURANA & CATAMARCA, QUINTA NORMAL",0,1,0,0,1
-70.7114177034884,-33.5671941042673,311,"LA VARA & PRESIDENTE JORGE ALESSANDRI RODRIGUEZ, SAN BERNARDO",1,0,0,0,1
-70.7114147146182,-33.6003261162823,312,"NOGALES & MAIPU, SAN BERNARDO",0,1,0,0,1
-70.7083105274584,-33.4683901970525,313,"5935 LANCEROS DEL REY, ESTACION CENTRAL",0,0,0,1,1
-70.7071973007,-33.4324592275186,314,"SERGIO VALDOVINOS & JOSE JOAQUIN PEREZ, QUINTA NORMAL",0,0,0,1,1
-70.7076761634461,-33.4579920258208,315,"LIBERTADOR BERNARDO O`HIGGINS & LOS ALERCES, ESTACION CENTRAL",0,0,0,2,1
-70.7073316055087,-33.4415116095278,316,"SAN PABLO & LAS REJAS NORTE, LO PRADO",0,0,0,1,1
-70.7073310542769,-33.4453262946008,317,"665 LAS REJAS NORTE, LO PRADO",0,1,0,0,1
-70.7071667028283,-33.439683195066,318,"9 DE JULIO & SERGIO VALDOVINOS, LO PRADO",0,0,0,0,1
-70.7050129652031,-33.3310972541125,319,"500 SAN IGNACIO, QUILICURA",0,0,0,1,1
-70.7074217427483,-33.4653182489052,320,"5 DE ABRIL & MIGUEL DE CERVANTES, ESTACION CENTRAL",0,0,0,1,1
-70.7062092370787,-33.4066988584005,321,"LAUTARO & COSTANERA NORTE, RENCA",0,0,0,0,1
-70.7066287280783,-33.429238550406,322,"SERGIO VALDOVINOS & CONSUL POINSETT, QUINTA NORMAL",0,1,0,0,1
-70.7074787666451,-33.4759047287599,323,"LUIS INFANTE CERDA & QUENUIR, ESTACION CENTRAL",0,1,0,0,1
-70.7056084876698,-33.4040196956526,324,"ESTRECHO DE MAGALLANES & JOSE MANUEL BALMACEDA, RENCA",0,0,1,0,1
-70.7062840598472,-33.4413005773681,325,"5144 SAN PABLO, QUINTA NORMAL",0,1,0,0,1
-70.7060724780556,-33.4321410372797,326,"1512 INGENIERO LLOYD, QUINTA NORMAL",0,0,0,0,1
-70.7063337518235,-33.4520765798173,327,"LAS REJAS NORTE & PERU, LO PRADO",0,1,0,0,1
-70.7057860888089,-33.424100766928,328,"SALVADOR GUTIERREZ & JUJUY, QUINTA NORMAL",0,0,0,1,1
-70.7062175712243,-33.4576784420732,329,"6062 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",1,0,0,0,1
-70.7083780507865,-33.5731158277331,330,"1747 LO BLANCO, SAN BERNARDO",0,2,0,0,1
-70.7053637421685,-33.4195523936292,331,"5561 CARRASCAL, QUINTA NORMAL",0,2,0,0,1
-70.7085599202515,-33.5845300639858,332,"BALMACEDA & LA PLATA, SAN BERNARDO",0,0,0,1,1
-70.7051887666353,-33.4271030168565,333,"SALTA & PADRE TADEO, QUINTA NORMAL",0,0,0,1,1
-70.704620612397,-33.4035372733973,334,"1337 BLANCO ENCALADA, RENCA",0,0,0,1,1
-70.7046433261777,-33.4052504205718,335,"4112 DOMINGO SANTA MARIA, RENCA",0,1,0,0,1
-70.7055834853462,-33.45716411725,336,"LAS REJAS NORTE & LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",0,0,1,1,2
-70.7055565148385,-33.4574350324212,337,"LAS REJAS SUR & LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",1,0,0,0,1
-70.7052438630964,-33.4634454096735,338,"CAMILO HENRIQUEZ & LAS REJAS SUR, ESTACION CENTRAL",0,1,0,0,1
-70.7052486456769,-33.4642389390298,339,"691 LAS REJAS SUR, ESTACION CENTRAL",0,1,0,0,1
-70.7044042169805,-33.4243812945985,340,"SALVADOR GUTIERREZ & SALTA, QUINTA NORMAL",0,0,0,1,1
-70.7050603211116,-33.4645120738707,341,"LAS REJAS SUR & 5 DE ABRIL, ESTACION CENTRAL",1,0,0,3,5
-70.7029819599562,-33.3608674352976,342,"PRESIDENTE EDUARDO FREI MONTALVA, QUILICURA",0,0,0,1,1
-70.7049367128824,-33.4647933362909,343,"5860 5 DE ABRIL, ESTACION CENTRAL",0,0,0,2,1
-70.7049658737207,-33.467381136819,344,"1171 LAS REJAS SUR, ESTACION CENTRAL",0,0,1,0,1
-70.70763821991,-33.6039133441468,345,"FREIRE & MAESTRANZA, SAN BERNARDO",0,0,0,1,1
-70.7039894502092,-33.4284722295721,346,"RADAL & MAPOCHO, QUINTA NORMAL",0,0,1,1,2
-70.7046918627455,-33.4687736970514,347,"LAS REJAS SUR & RIO QUETRO, ESTACION CENTRAL",0,0,0,1,1
-70.706433682571,-33.5629974229888,348,"MIGUEL DE UNAMUNO & ARTURO GORDON, SAN BERNARDO",0,0,0,1,1
-70.7031586637191,-33.399147448035,349,"4077 LAS MARGARITAS, RENCA",0,0,0,0,1
-70.7033751865529,-33.4262080880559,350,"RADAL & ALSINO, QUINTA NORMAL",0,1,0,0,1
-70.706580249351,-33.5961634975311,351,"SAN JOSE & EYZAGUIRRE, SAN BERNARDO",0,0,0,1,1
-70.7063006874828,-33.5912706061555,352,"LIBERTADOR BERNARDO O`HIGGINS & URMENETA, SAN BERNARDO",0,0,0,1,1
-70.7029259208248,-33.424681167543,353,"SALVADOR GUTIERREZ & RADAL, QUINTA NORMAL",0,1,0,3,3
-70.7062385891697,-33.5952303440356,354,"644 EYZAGUIRRE, SAN BERNARDO",0,0,0,1,1
-70.7038165318308,-33.4735292656469,355,"LAS REJAS SUR & COYHAIQUE, ESTACION CENTRAL",0,0,0,0,1
-70.7010949802875,-33.3417655298871,356,"LAUTARO & GALVARINO, QUILICURA",0,0,0,1,1
-70.7033968954186,-33.4641832405793,357,"5 DE ABRIL & GUADAL, ESTACION CENTRAL",0,0,0,2,1
-70.7061509667495,-33.6126632285173,358,"MATEO DE TORO Y ZAMBRANO & BARROS ARANA, SAN BERNARDO",0,0,0,0,1
-70.7056854296558,-33.5895746970776,359,"URMENETA & COLON, SAN BERNARDO",0,0,0,1,1
-70.7026232142671,-33.4367155704233,360,"MARTINEZ DE ROZAS & BUTAMALLIN, QUINTA NORMAL",0,1,0,0,1
-70.7027667504857,-33.4473640466352,361,"482 RADAL, QUINTA NORMAL",0,0,0,1,1
-70.7025431191554,-33.4403239364752,362,"1096 RADAL, QUINTA NORMAL",0,0,0,1,1
-70.7043209460079,-33.5322119721942,363,"LO ESPEJO & DON RAMON, SAN BERNARDO",0,0,0,1,1
-70.7018749438368,-33.4083005153066,364,"4014 COSTANERA NORTE, RENCA",0,0,0,1,1
-70.7024874125343,-33.4402255016571,365,"SAN PABLO & RADAL, QUINTA NORMAL",0,0,0,1,1
-70.7053220864158,-33.5886328205146,366,"EYZAGUIRRE & FRANCISCO ARANDA, SAN BERNARDO",0,0,0,1,1
-70.7037841194424,-33.520216340624,367,"AMERICO VESPUCIO & AUTOPISTA CENTRAL, LO ESPEJO",0,0,0,1,1
-70.7051831182878,-33.5963541063531,368,"SAN JOSE & FREIRE, SAN BERNARDO",0,0,0,2,2
-70.7018719804985,-33.4401076969435,369,"4870 SAN PABLO, QUINTA NORMAL",0,0,0,1,1
-70.7014651386767,-33.4330430357006,370,"EDUARDO CHARME & VARGAS FONTECILLA, QUINTA NORMAL",0,0,0,3,1
-70.7010878293391,-33.4175639878421,371,"OSCAR CHANKS & MIGUEL DE ATERO, QUINTA NORMAL",0,0,0,1,1
-70.7042449357698,-33.580432295203,372,"404 AMERICA, SAN BERNARDO",0,0,0,1,1
-70.7011995219551,-33.4321087900016,373,"4774 JOSE JOAQUIN PEREZ, QUINTA NORMAL",0,1,0,1,1
-70.7036941132596,-33.5792675444953,374,"YUNGAY & AMERICA, SAN BERNARDO",0,0,0,1,1
-70.7041573428133,-33.6082989835715,375,"274 EUCALIPTUS, SAN BERNARDO",0,0,0,1,1
-70.7012783214197,-33.4653396072128,376,"SAN JOSE & LEON XIII, ESTACION CENTRAL",0,1,0,0,1
-70.7004156187751,-33.4211444112871,377,"CARRASCAL & AYUNTAMIENTO, QUINTA NORMAL",0,0,0,3,1
-70.7036404535864,-33.5918844205091,378,"LIBERTADOR BERNARDO O`HIGGINS & FREIRE, SAN BERNARDO",0,0,0,1,1
-70.7006322849161,-33.4559515724454,379,"4757 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",1,0,0,0,1
-70.7007445942389,-33.4628038186981,380,"4769 5 DE ABRIL, ESTACION CENTRAL",0,1,0,0,1
-70.6999907997105,-33.4252805666777,381,"SALVADOR GUTIERREZ & SANTIAGO DE URIONA, QUINTA NORMAL",0,0,2,0,1
-70.7007052660638,-33.4629937392393,382,"5 DE ABRIL & SAN JOSE, ESTACION CENTRAL",0,0,0,1,1
-70.7026658884935,-33.593286604232,383,"ARTURO PRAT & VICTORIA, SAN BERNARDO",0,1,0,3,3
-70.6988717714173,-33.4070340432722,384,"3819 DOMINGO SANTA MARIA, RENCA",1,1,0,2,1
-70.702443410316,-33.5967705979101,385,"BULNES & SAN JOSE, SAN BERNARDO",0,0,0,1,2
-70.7023101444745,-33.5921822911231,386,"VICTORIA & LIBERTADOR BERNARDO O`HIGGINS, SAN BERNARDO",0,0,0,1,1
-70.6991673567128,-33.4393151222031,387,"SAN PABLO & CATAN, QUINTA NORMAL",0,0,0,1,1
-70.6992821856584,-33.4556815080045,388,"LIBERTADOR BERNARDO O`HIGGINS & PURISIMA, ESTACION CENTRAL",0,1,0,0,1
-70.7018954778874,-33.5952090134645,389,"COVADONGA & BULNES, SAN BERNARDO",0,0,0,2,2
-70.7020434365409,-33.6142528782806,390,"MATEO DE TORO Y ZAMBRANO & EL TOPACIO, SAN BERNARDO",0,0,0,0,1
-70.700834456069,-33.5729942985702,391,"OCHAGAVIA & LO BLANCO, SAN BERNARDO",0,0,1,0,1
-70.6978655451345,-33.4216302600139,392,"CARRASCAL & GONZALO BULNES, QUINTA NORMAL",0,1,0,0,1
-70.7010121288801,-33.5880879538349,393,"630 FREIRE, SAN BERNARDO",0,0,0,1,1
-70.6977062475981,-33.4211815309875,394,"GONZALO BULNES & MARIA RAMOS MEJIAS, QUINTA NORMAL",0,0,0,1,1
-70.6985764165591,-33.468587123773,395,"JUANA WEBER DE AMUNATEGUI & PADRE JAIME LARRAIN HURTADO, ESTACION CENTRAL",0,0,1,0,1
-70.7009586342809,-33.592498475017,396,"BULNES & LIBERTADOR BERNARDO O`HIGGINS, SAN BERNARDO",0,0,0,1,1
-70.6984400770785,-33.4654596994933,397,"PADRE JAIME LARRAIN HURTADO & LEON XIII, ESTACION CENTRAL",0,0,0,2,1
-70.6978272212636,-33.4389907909661,398,"VICTORINO LAYNEZ & SAN PABLO, QUINTA NORMAL",0,0,0,1,1
-70.7003987478098,-33.590873920608,399,"COLON & BULNES, SAN BERNARDO",0,0,1,1,2
-70.697438820136,-33.4466615529641,400,"BLANCO GARCES & TOMAS MARIN DE POVEDA, QUINTA NORMAL",0,0,0,1,1
-70.6998221792202,-33.5971854010973,401,"SAN JOSE & BARROS ARANA, SAN BERNARDO",0,0,0,1,1
-70.6983242023625,-33.5234566814081,402,"CENTRAL & AMERICO VESPUCIO, LO ESPEJO",0,1,0,0,1
-70.6996498507483,-33.5927960213072,403,"LIBERTADOR BERNARDO O`HIGGINS & JOSE JOAQUIN PEREZ, SAN BERNARDO",0,1,0,1,2
-70.6960752430599,-33.4224754141313,404,"2190 SANTA FE, QUINTA NORMAL",0,1,0,0,1
-70.6995720871898,-33.6075053759169,405,"ALFONSO DONOSO & PROGRESO, SAN BERNARDO",0,0,0,2,1
-70.6993083782661,-33.595713515085,406,"BARROS ARANA & COVADONGA, SAN BERNARDO",0,0,0,0,1
-70.6974807602951,-33.5221696454952,407,"CENTRAL CARDENAL SILVA HENRIQUEZ & OSA MENOR, LO ESPEJO",0,0,0,1,1
-70.6988738955542,-33.5944389322193,408,"BARROS ARANA & ARTURO PRAT, SAN BERNARDO",0,1,0,0,1
-70.6955235241829,-33.4261804194579,409,"LA PLATA & SALVADOR GUTIERREZ, QUINTA NORMAL",0,0,0,1,1
-70.6983320524236,-33.5739394873341,410,"1500 LO BLANCO, SAN BERNARDO",0,0,0,0,1
-70.6991531368265,-33.6185581084644,411,"PORTALES & GENERAL URRUTIA, SAN BERNARDO",0,1,0,0,1
-70.6959026469472,-33.4550604494437,412,"LIBERTADOR BERNARDO O`HIGGINS & CONCON, ESTACION CENTRAL",0,0,0,2,2
-70.6971929710915,-33.5217677773196,413,"CENTRAL CARDENAL SILVA HENRIQUEZ & OSA MAYOR, LO ESPEJO",0,0,0,2,1
-70.6970378733245,-33.5215444513248,414,"8162 CENTRAL CARDENAL SILVA HENRIQUEZ, LO ESPEJO",0,0,0,1,1
-70.698416113481,-33.5930744875891,415,"LIBERTADOR BERNARDO O`HIGGINS & BARROS ARANA, SAN BERNARDO",0,0,0,1,1
-70.6983359101254,-33.591181815281,416,"COLON & PINTO, SAN BERNARDO",1,0,0,0,1
-70.6979577375695,-33.5740798943025,417,"1441 LO BLANCO, EL BOSQUE",0,1,1,0,2
-70.6952391456459,-33.4386564601147,418,"4439 SAN PABLO, QUINTA NORMAL",0,0,0,1,1
-70.6964838336247,-33.520740416879,419,"CENTRAL CARDENAL SILVA HENRIQUEZ & LEBRELES, LO ESPEJO",0,1,0,0,1
-70.6940395327484,-33.4001651149343,420,"SENADOR JAIME GUZMAN ERRAZURIZ & COLON, RENCA",0,0,0,0,1
-70.6952855256302,-33.4753056050741,421,"4431 LUIS CRUZ MARTINEZ, ESTACION CENTRAL",0,0,0,1,1
-70.6978707434327,-33.6158252525824,422,"MATEO DE TORO Y ZAMBRANO & DIEGO PORTALES, SAN BERNARDO",0,0,0,1,1
-70.6973836986875,-33.5942790301163,423,"CONDELL & BAQUEDANO, SAN BERNARDO",0,0,0,0,1
-70.6979821156345,-33.6264468459918,424,"FERMIN VIVACETA & CLODOMIRO VALDIVIA, SAN BERNARDO",0,0,0,1,1
-70.6938168002084,-33.4230293372658,425,"4426 CARRASCAL, QUINTA NORMAL",0,1,0,0,1
-70.69566338141,-33.5195251967247,426,"PRESIDENTE EDUARDO FREI MONTALVA & CENTRAL CARDENAL SILVA HENRIQUEZ, LO ESPEJO",0,1,0,2,3
-70.6969845755135,-33.5915069713051,427,"COLON & DEMOSTENES RIVERA, SAN BERNARDO",0,0,0,2,1
-70.6968113895726,-33.5826627101517,428,"SANTA MARTA & GRAN AVENIDA JOSE MIGUEL CARRERA, SAN BERNARDO",0,2,0,0,2
-70.6972258807105,-33.607122769898,429,"PORTALES & MAESTRANZA, SAN BERNARDO",0,1,0,0,1
-70.6938740406499,-33.451985940404,430,"ECUADOR & FRANCISCO JAVIER, ESTACION CENTRAL",0,1,0,0,1
-70.6969213942927,-33.6113834197937,431,"1520 DIEGO PORTALES, SAN BERNARDO",0,0,0,1,1
-70.6929996683352,-33.4230404954112,432,"GENERAL BRAYER & CARRASCAL, QUINTA NORMAL",1,0,0,1,2
-70.6962026028763,-33.5906429524696,433,"COSME GONZALEZ & GABRIELA MISTRAL, SAN BERNARDO",0,0,0,1,1
-70.6936576784231,-33.4685191711442,434,"TENIENTE BELLO & CAPITAN GALVEZ, ESTACION CENTRAL",0,1,0,0,1
-70.6925659935346,-33.4339403973727,435,"CORONEL ROBLES & ANDES, QUINTA NORMAL",0,0,0,1,1
-70.6925146523037,-33.432958115418,436,"1650 CORONEL ROBLES, QUINTA NORMAL",0,1,0,0,1
-70.6955648593304,-33.5932939617004,437,"ABRAHAM PRADO MARIN & LA HIJUELA SUR, SAN BERNARDO",0,0,1,0,1
-70.6928244201721,-33.4594222249995,438,"4260 5 DE ABRIL, ESTACION CENTRAL",0,0,0,1,1
-70.6954004665647,-33.5920517345629,439,"COLON & ABRAHAM PRADO MARIN, SAN BERNARDO",0,0,0,1,1
-70.6920141729449,-33.4382045136589,440,"SAN PABLO & WALKER MARTINEZ, QUINTA NORMAL",0,0,0,1,1
-70.6920249500505,-33.4393136032809,441,"SANTO DOMINGO & APOSTOL SANTIAGO, QUINTA NORMAL",0,2,0,1,2
-70.6922469048484,-33.4540643059721,442,"LIBERTADOR BERNARDO O`HIGGINS & TORO MAZOTTE, ESTACION CENTRAL",0,1,0,0,1
-70.6913631024813,-33.4096347039864,443,"DOMINGO SANTA MARIA & LAS MORERAS, RENCA",0,0,0,0,1
-70.6952759897269,-33.6115683093411,444,"PORTALES ORIENTE & EUCALIPTUS, SAN BERNARDO",0,1,0,0,1
-70.6916859025672,-33.4273871614469,445,"1901 JOAQUIN WALKER MARTINEZ, QUINTA NORMAL",1,1,0,1,1
-70.6933321187485,-33.5148135876566,446,"CENTRAL CARDENAL SILVA HENRIQUEZ & 17 SUR, LO ESPEJO",0,0,0,1,1
-70.691994500999,-33.4493783045455,447,"PADRE ALBERTO HURTADO & EL BELLOTO, ESTACION CENTRAL",0,0,0,2,1
-70.6931415927658,-33.5144284150918,448,"CENTRAL CARDENAL SILVA HENRIQUEZ & 16 SUR, LO ESPEJO",0,1,0,0,1
-70.6943877547321,-33.5793863235995,449,"GRAN AVENIDA JOSE MIGUEL CARRERA & MEXICO, SAN BERNARDO",0,3,0,0,1
-70.6942103074335,-33.5791272317315,450,"CALDERON DE LA BARCA & GRAN AVENIDA JOSE MIGUEL CARRERA, SAN BERNARDO",0,1,0,0,1
-70.6918514547036,-33.4591830014301,451,"5 DE ABRIL & SANTA TERESA, ESTACION CENTRAL",0,1,1,0,1
-70.694437191592,-33.5951400619647,452,"SAN MARTIN & CONDELL, SAN BERNARDO",0,1,0,0,1
-70.6943515977778,-33.5990279792895,453,"SAN JOSE & JOSE BESA, SAN BERNARDO",0,0,0,0,1
-70.6914317851956,-33.4514240903245,454,"PADRE ALBERTO HURTADO & ECUADOR, ESTACION CENTRAL",0,0,0,1,1
-70.6921220364098,-33.5062990153345,455,"CENTRAL CARDENAL SILVA HENRIQUEZ & BUENAVENTURA, LO ESPEJO",0,0,0,1,1
-70.6906172128838,-33.4537979627191,456,"PADRE ALBERTO HURTADO & LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",2,1,0,0,3
-70.690576399381,-33.4555750980713,457,"PADRE ALBERTO HURTADO & MANUEL THOMPSON, ESTACION CENTRAL",1,0,0,0,1
-70.6919558819788,-33.5292793517891,458,"ASTABURUAGA & 9 DE ENERO, LO ESPEJO",0,0,0,1,1
-70.6916443025731,-33.5143857496907,459,"PRESIDENTE SALVADOR ALLENDE & 2 ORIENTE, LO ESPEJO",0,0,0,0,1
-70.6906973346594,-33.4656828035785,460,"4154 PELAYO BEZANILLA, ESTACION CENTRAL",0,0,1,0,1
-70.6903701463684,-33.4493824286472,461,"EL BELLOTO & LAS ACACIAS, ESTACION CENTRAL",0,1,0,0,1
-70.6888020897241,-33.3717478400814,462,"IGNACIO CARRERA PINTO & HEROES DE LA CONCEPCION, CONCHALI",0,0,0,1,1
-70.6913972345366,-33.5216035884655,463,"DIAGONAL LAS TORRES & PRESIDENTE EDUARDO FREI MONTALVA, LO ESPEJO",0,0,0,0,1
-70.6896629346851,-33.4323296621359,464,"LOPE DE ULLOA & MAPOCHO, QUINTA NORMAL",0,0,0,1,1
-70.6910349846862,-33.5101826237786,465,"CENTRAL CARDENAL SILVA HENRIQUEZ & 7 SUR, LO ESPEJO",0,0,0,1,1
