X,Y,FID,ICOUNT,Comuna,Año,Clase_Acci,Cód_Comun,Cód_Regi,Región,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Intersecci,Direcci_1,Fallecidos,Graves,Menos_Grav,Leves
-70.6755830995803,-33.2045738998654,1667,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010306,INMACULADA CONCEPCION, , ,170,- INMACULADA CONCEPCION,170 INMACULADA CONCEPCION,0,0,0,1
-70.6754597197901,-33.4270966628805,1668,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010470,PDTE BALMACEDA,131010343,LIBERTAD, ,LIBERTAD - PDTE BALMACEDA,PDTE BALMACEDA @ LIBERTAD,0,0,0,1
-70.6754559201544,-33.4505950818974,1669,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010076,BASCUNAN GUERRERO,131010061,ARTURO GODOY, ,ARTURO GODOY - BASCUNAN GUERRERO,BASCUNAN GUERRERO @ ARTURO GODOY,0,0,0,1
-70.6754210003787,-33.4923377999493,1670,1,P. AGUIRRE CERDA,2016,1,13121,13,REGION METROPOLITANA,URBANA,23,ACCESO NO HABILITADO,131210155,CLOTARIO BLEST, , ,4910,- CLOTARIO BLEST,4910 CLOTARIO BLEST,0,0,0,1
-70.6753464151048,-33.5260651501863,1671,1,LA CISTERNA,2016,1,13109,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131090310,PROGRESO,131090176,ISABEL LA CATOLICA, ,ISABEL LA CATOLICA - PROGRESO,PROGRESO @ ISABEL LA CATOLICA,0,0,0,1
-70.6752702740038,-33.4291196779307,1672,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010343,LIBERTAD,131010682,YUNGAY, ,LIBERTAD - YUNGAY,LIBERTAD @ YUNGAY,0,0,0,1
-70.6752071002273,-33.1958495002541,1673,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,133010281,FONTT, , ,810,- FONTT,810 FONTT,0,0,0,0
-70.675201545115,-33.4517382793979,1674,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010076,BASCUNAN GUERRERO,131010563,SALVADOR SANFUENTES, ,BASCUNAN GUERRERO - SALVADOR SANFUENTES,BASCUNAN GUERRERO @ SALVADOR SANFUENTES,0,0,0,1
-70.6751805045765,-33.2007798103398,1675,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,133010281,FONTT,133010626,PIRIHUEICO, ,FONTT - PIRIHUEICO,FONTT @ PIRIHUEICO,0,0,0,1
-70.6751414542146,-33.1987888453288,1676,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,133010281,FONTT,133010446,LLANQUIHUE, ,FONTT - LLANQUIHUE,FONTT @ LLANQUIHUE,0,0,1,3
-70.6750479004401,-33.197740900422,1677,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010281,FONTT, , ,683,- FONTT,683 FONTT,0,0,0,1
-70.6749953998177,-33.5539821002935,1678,2,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050243,GRAN AVDA JOSE MIGUEL CARRERA, , ,10375,- GRAN AVDA JOSE MIGUEL CARRERA,10375 GRAN AVDA JOSE MIGUEL CARRERA,0,0,0,2
-70.6749515902436,-33.4527787491398,1679,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010602,SAZIE,131010076,BASCUNAN GUERRERO, ,BASCUNAN GUERRERO - SAZIE,SAZIE @ BASCUNAN GUERRERO,0,0,0,0
-70.6748692249346,-33.4585677166267,1680,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010089,BLANCO ENCALADA,131010566,SAN ALFONSO, ,BLANCO ENCALADA - SAN ALFONSO,BLANCO ENCALADA @ SAN ALFONSO,0,0,0,1
-70.6748490243629,-33.4334000075042,1681,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131010343,LIBERTAD,131010044,ANDES, ,ANDES - LIBERTAD,LIBERTAD @ ANDES,0,0,0,1
-70.6747595876847,-33.4905872183253,1682,3,P. AGUIRRE CERDA,2016,1,13121,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131210154,CLOTARIO BLEST,131210491,RAMONA PARRA, ,CLOTARIO BLEST - RAMONA PARRA,CLOTARIO BLEST @ RAMONA PARRA,0,2,0,1
-70.6747411228044,-33.3913196263995,1683,2,CONCHALI,2016,1,13104,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131040343,INDEPENDENCIA,131040254,EL OLIVO, ,EL OLIVO - INDEPENDENCIA,INDEPENDENCIA @ EL OLIVO,0,0,1,2
-70.6746535225419,-33.4479769665636,1684,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131010553,ROMERO,131010215,ESPERANZA, ,ESPERANZA - ROMERO,ROMERO @ ESPERANZA,0,0,0,1
-70.6745678000638,-33.5534766003647,1685,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,23,ACCESO NO HABILITADO,131050026,ALEJANDRO GUZMAN, , ,0,- ALEJANDRO GUZMAN,0 ALEJANDRO GUZMAN,0,1,1,0
-70.6744396997322,-33.4495502000815,1686,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010342,LIBER BERNARDO O`HIGGINS, , ,2911,- LIBER BERNARDO O`HIGGINS,2911 LIBER BERNARDO O`HIGGINS,0,1,0,0
-70.674436845284,-33.5535534636213,1687,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050026,ALEJANDRO GUZMAN, ,ALEJANDRO GUZMAN - GRAN AVDA JOSE MIGUEL CARRERA,GRAN AVDA JOSE MIGUEL CARRERA @ ALEJANDRO GUZMAN,0,0,0,1
-70.6742965312598,-33.4496402527953,1688,3,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010342,LIBER BERNARDO O`HIGGINS,131010215,ESPERANZA, ,ESPERANZA - LIBER BERNARDO O`HIGGINS,LIBER BERNARDO O`HIGGINS @ ESPERANZA,0,2,1,0
-70.6742828174979,-33.5319039697922,1689,1,LA CISTERNA,2016,1,13109,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131090295,PEDRO AGUIRRE CERDA,131090171,INDUSTRIA, ,INDUSTRIA - PEDRO AGUIRRE CERDA,PEDRO AGUIRRE CERDA @ INDUSTRIA,0,0,0,1
-70.6742711955591,-33.5093976468837,1690,1,LO ESPEJO,2016,1,13116,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131160413,VALPARAISO,131160235,LO OVALLE, ,LO OVALLE - VALPARAISO,VALPARAISO @ LO OVALLE,1,0,0,0
-70.6742360338657,-33.5738566408711,1691,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050497,LOS MORROS,131050425,LOS CAROLINOS, ,LOS CAROLINOS - LOS MORROS,LOS MORROS @ LOS CAROLINOS,0,0,1,0
-70.6741993990829,-33.4559348074453,1692,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010647,TOESCA,131010076,BASCUNAN GUERRERO, ,BASCUNAN GUERRERO - TOESCA,TOESCA @ BASCUNAN GUERRERO,0,1,0,0
-70.6741221464198,-33.5796748129421,1693,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131050851,VECINAL ORIENTE,131050852,VECINAL SUR, ,VECINAL ORIENTE - VECINAL SUR,VECINAL ORIENTE @ VECINAL SUR,0,0,0,1
-70.6739335235131,-33.5723589764854,1694,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050497,LOS MORROS,131050125,CENTRAL, ,CENTRAL - LOS MORROS,LOS MORROS @ CENTRAL,0,0,0,1
-70.6738764003754,-33.4884245997154,1695,1,P. AGUIRRE CERDA,2016,1,13121,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131210154,CLOTARIO BLEST, , ,4471,- CLOTARIO BLEST,4471 CLOTARIO BLEST,0,1,0,0
-70.6738734002371,-33.4231092002293,1696,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131280583,PDTE EDUARDO FREI MONTALVA, , ,520,- PDTE EDUARDO FREI MONTALVA,520 PDTE EDUARDO FREI MONTALVA,0,1,0,0
-70.6738430867889,-33.4445871564719,1697,2,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010424,MONEDA,131010343,LIBERTAD, ,LIBERTAD - MONEDA,MONEDA @ LIBERTAD,0,2,0,0
-70.6737442998594,-33.2097693004128,1698,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010172,COSTA AZUL, , ,548,- COSTA AZUL,548 COSTA AZUL,0,0,1,0
-70.6735963155174,-33.4584965550718,1699,2,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010089,BLANCO ENCALADA,131010076,BASCUNAN GUERRERO, ,BASCUNAN GUERRERO - BLANCO ENCALADA,BLANCO ENCALADA @ BASCUNAN GUERRERO,1,0,0,2
-70.6735931256221,-33.5713176173141,1700,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050390,LO MARTINEZ,131050497,LOS MORROS, ,LO MARTINEZ - LOS MORROS,LO MARTINEZ @ LOS MORROS,0,0,0,2
-70.6735761158449,-33.4333676175214,1701,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010044,ANDES, , ,2662,- ANDES,2662 ANDES,0,1,0,0
-70.6734588001833,-33.2009796999531,1702,2,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010294,GRAL SAN MARTIN, , ,401,- GRAL SAN MARTIN,401 GRAL SAN MARTIN,0,0,1,1
-70.6733948997547,-33.5831465000108,1703,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050386,LO BLANCO, , ,1058,- LO BLANCO,1058 LO BLANCO,1,0,0,0
-70.6733585059901,-33.4535217267461,1704,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010653,UNION AMERICANA,131010255,GRAJALES, ,GRAJALES - UNION AMERICANA,UNION AMERICANA @ GRAJALES,0,0,0,2
-70.673281200267,-33.2007114996358,1705,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010294,GRAL SAN MARTIN, , ,481,- GRAL SAN MARTIN,481 GRAL SAN MARTIN,0,0,0,1
-70.673193215994,-33.432371620154,1706,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010154,CUETO,131010392,MAPOCHO, ,CUETO - MAPOCHO,CUETO @ MAPOCHO,0,0,0,1
-70.6728637997244,-33.5688140998906,1707,2,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS, , ,12761,- LOS MORROS,12761 LOS MORROS,0,0,0,1
-70.6728436701991,-33.4492300423324,1708,2,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010342,LIBER BERNARDO O`HIGGINS,131010006,ABATE MOLINA, ,ABATE MOLINA - LIBER BERNARDO O`HIGGINS,LIBER BERNARDO O`HIGGINS @ ABATE MOLINA,0,0,0,3
-70.6726881918065,-33.3946178396415,1709,1,CONCHALI,2016,1,13104,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131040343,INDEPENDENCIA,131040092,AVIADOR ACEVEDO, ,AVIADOR ACEVEDO - INDEPENDENCIA,INDEPENDENCIA @ AVIADOR ACEVEDO,0,0,0,1
-70.6726318582735,-33.5511453633677,1710,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050416,LOS AVIADORES, ,GRAN AVDA JOSE MIGUEL CARRERA - LOS AVIADORES,GRAN AVDA JOSE MIGUEL CARRERA @ LOS AVIADORES,0,0,0,1
-70.6725509795439,-33.4931224044752,1711,1,P. AGUIRRE CERDA,2016,1,13121,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131210208,FELIX MENDELSSOHN,131210389,MERCEDES FONTECILLA, ,FELIX MENDELSSOHN - MERCEDES FONTECILLA,FELIX MENDELSSOHN @ MERCEDES FONTECILLA,0,0,0,1
-70.6724941199076,-33.4522077174121,1712,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010602,SAZIE,131010006,ABATE MOLINA, ,ABATE MOLINA - SAZIE,SAZIE @ ABATE MOLINA,0,1,0,0
-70.6723241003768,-33.4558087998361,1713,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131010006,ABATE MOLINA, , ,533,- ABATE MOLINA,533 ABATE MOLINA,0,1,0,0
-70.6723162978587,-33.4856224749971,1714,2,P. AGUIRRE CERDA,2016,1,13121,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131210509,SALESIANOS,131210154,CLOTARIO BLEST, ,CLOTARIO BLEST - SALESIANOS,SALESIANOS @ CLOTARIO BLEST,0,0,1,1
-70.6722406999482,-33.1992412996461,1715,3,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010294,GRAL SAN MARTIN, , ,665,- GRAL SAN MARTIN,665 GRAL SAN MARTIN,0,0,1,2
-70.6720935609689,-33.4706192426838,1716,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010088,BLANCO CUARTIN,131010531,RAMON SUBERCASEAUX, ,BLANCO CUARTIN - RAMON SUBERCASEAUX,BLANCO CUARTIN @ RAMON SUBERCASEAUX,0,1,0,0
-70.6720598957475,-33.3955158945428,1717,1,CONCHALI,2016,1,13104,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131040343,INDEPENDENCIA,131040199,CORBETA ESMERALDA, ,CORBETA ESMERALDA - INDEPENDENCIA,INDEPENDENCIA @ CORBETA ESMERALDA,0,0,0,1
-70.6720178830187,-33.5541642615713,1718,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131050609,MELANIA,131050026,ALEJANDRO GUZMAN, ,ALEJANDRO GUZMAN - MELANIA,MELANIA @ ALEJANDRO GUZMAN,0,0,0,0
-70.6719640873726,-33.3841682363749,1719,2,CONCHALI,2016,1,13104,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131040584,PEDRO FONTOVA,131040225,DIEGO SILVA HENRIQUEZ, ,DIEGO SILVA HENRIQUEZ - PEDRO FONTOVA,PEDRO FONTOVA @ DIEGO SILVA HENRIQUEZ,1,0,0,1
-70.671870251211,-33.4368490973079,1720,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131010560,ROSAS,131010242,GARCIA REYES, ,GARCIA REYES - ROSAS,ROSAS @ GARCIA REYES,0,0,0,1
-70.6718096872671,-33.4976421542618,1721,2,P. AGUIRRE CERDA,2016,1,13121,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131210173,DEPARTAMENTAL,131210156,CLUB HIPICO, ,CLUB HIPICO - DEPARTAMENTAL,DEPARTAMENTAL @ CLUB HIPICO,0,2,0,0
-70.6717015986497,-33.5645482098319,1722,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS,131050810,STA ELENA, ,LOS MORROS - STA ELENA,LOS MORROS @ STA ELENA,0,0,1,0
-70.6716447516039,-33.4706072610161,1723,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131010076,BASCUNAN GUERRERO,131010531,RAMON SUBERCASEAUX, ,BASCUNAN GUERRERO - RAMON SUBERCASEAUX,BASCUNAN GUERRERO @ RAMON SUBERCASEAUX,0,0,1,0
-70.6715596001952,-33.4490006999222,1724,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS, , ,2480,- LIBER BERNARDO O`HIGGINS,2480 LIBER BERNARDO O`HIGGINS,0,0,0,1
-70.6712663573563,-33.4430437381778,1725,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010242,GARCIA REYES,131010018,AGUSTINAS, ,AGUSTINAS - GARCIA REYES,GARCIA REYES @ AGUSTINAS,0,0,0,2
-70.6712583003301,-33.1812461002272,1726,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010271,ESMERALDA, , ,1751,- ESMERALDA,1751 ESMERALDA,0,1,0,1
-70.6707212521839,-33.436774403216,1727,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010560,ROSAS,131010260,GRAL BULNES, ,GRAL BULNES - ROSAS,ROSAS @ GRAL BULNES,0,0,0,2
-70.6706125996916,-33.1952675003947,1728,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010738,STA MARIA, , ,287,- STA MARIA,287 STA MARIA,0,0,1,0
-70.6705222412083,-33.5836914046345,1729,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050386,LO BLANCO,131050355,LAS QUINTAS, ,LAS QUINTAS - LO BLANCO,LO BLANCO @ LAS QUINTAS,0,0,1,0
-70.670491508676,-33.5602358814806,1730,3,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050497,LOS MORROS,131050636,OBSERVATORIO, ,LOS MORROS - OBSERVATORIO,LOS MORROS @ OBSERVATORIO,1,0,1,1
-70.6703879409505,-33.4540874821514,1731,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010254,GORBEA, , ,2484,- GORBEA,2484 GORBEA,0,0,1,0
-70.670357123882,-33.4954606507882,1732,1,P. AGUIRRE CERDA,2016,1,13121,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131210156,CLUB HIPICO,131210312,LAZO, ,CLUB HIPICO - LAZO,CLUB HIPICO @ LAZO,0,0,0,1
-70.6703291540671,-33.4743855872249,1733,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010235,FRANCISCO PIZARRO,131010565,SAN AGUSTIN, ,FRANCISCO PIZARRO - SAN AGUSTIN,FRANCISCO PIZARRO @ SAN AGUSTIN,0,1,0,0
-70.6703077475044,-33.4705892224145,1734,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010235,FRANCISCO PIZARRO,131010274,GRAL RONDIZZONI, ,FRANCISCO PIZARRO - GRAL RONDIZZONI,FRANCISCO PIZARRO @ GRAL RONDIZZONI,0,0,0,1
-70.6703030998081,-33.1918608001357,1735,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010451,LO SECO, , ,1126,- LO SECO,1126 LO SECO,0,0,1,1
-70.6702304004125,-33.5836734002071,1736,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050386,LO BLANCO, , ,1452,- LO BLANCO,1452 LO BLANCO,0,1,0,0
-70.6702096998176,-33.2199115001155,1737,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,RURAL,1,TRAMO DE VIA RECTA,133010696,SAN LUIS, , ,0,- SAN LUIS,0 SAN LUIS,0,0,0,1
-70.6701564977241,-33.5478647066907,1738,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050267,JOSE DOMINGO GOMEZ, ,GRAN AVDA JOSE MIGUEL CARRERA - JOSE DOMINGO GOMEZ,GRAN AVDA JOSE MIGUEL CARRERA @ JOSE DOMINGO GOMEZ,0,0,0,1
-70.6700884001594,-33.583710699589,1739,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050386,LO BLANCO, , ,1476,- LO BLANCO,1476 LO BLANCO,0,1,0,0
-70.6700340487322,-33.4504823347918,1740,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010563,SALVADOR SANFUENTES,131010213,ESPANA, ,ESPANA - SALVADOR SANFUENTES,SALVADOR SANFUENTES @ ESPANA,0,1,0,0
-70.6699767709111,-33.1919022984521,1741,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,133010451,LO SECO,133010175,CRISTOBAL COLON, ,CRISTOBAL COLON - LO SECO,LO SECO @ CRISTOBAL COLON,0,0,0,1
-70.6699701492029,-33.5234491212798,1742,1,LA CISTERNA,2016,1,13109,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131090101,COLON,131090128,EL PARRON, ,COLON - EL PARRON,COLON @ EL PARRON,0,0,1,0
-70.6699385002614,-33.5546558004247,1743,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050026,ALEJANDRO GUZMAN, , ,360,- ALEJANDRO GUZMAN,360 ALEJANDRO GUZMAN,0,0,0,1
-70.6695234361575,-33.397930880006,1744,4,CONCHALI,2016,1,13104,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131040343,INDEPENDENCIA,131040229,DORSAL, ,DORSAL - INDEPENDENCIA,INDEPENDENCIA @ DORSAL,1,2,0,1
-70.6695215592724,-33.4991684018002,1745,1,P. AGUIRRE CERDA,2016,1,13121,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131210173,DEPARTAMENTAL,131210057,ALCIBIADES, ,ALCIBIADES - DEPARTAMENTAL,DEPARTAMENTAL @ ALCIBIADES,0,1,0,0
-70.6691177402913,-33.381897966218,1746,1,CONCHALI,2016,1,13104,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131040160,CARD JOSE MARIA CARO, , ,4817,- CARD JOSE MARIA CARO,4817 CARD JOSE MARIA CARO,0,0,0,1
-70.6689631998916,-33.5793117997996,1747,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050850,VECINAL NORTE, , ,603,- VECINAL NORTE,603 VECINAL NORTE,0,0,0,2
-70.6687835117495,-33.4366381703152,1748,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010560,ROSAS,131010543,RICARDO CUMMING, ,RICARDO CUMMING - ROSAS,ROSAS @ RICARDO CUMMING,0,0,0,1
-70.6686855000356,-33.5793594998409,1749,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050850,VECINAL NORTE, , ,817,- VECINAL NORTE,817 VECINAL NORTE,0,0,0,2
-70.6686840997912,-33.545983399614,1750,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,4,ACERA O BERMA,131050243,GRAN AVDA JOSE MIGUEL CARRERA, , ,9541,- GRAN AVDA JOSE MIGUEL CARRERA,9541 GRAN AVDA JOSE MIGUEL CARRERA,0,0,0,1
-70.6685763825938,-33.5749611522352,1751,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050372,LAUTARO,131050323,LAS CANTERAS, ,LAS CANTERAS - LAUTARO,LAUTARO @ LAS CANTERAS,0,0,0,1
-70.6683563553614,-33.4480445362262,1752,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010342,LIBER BERNARDO O`HIGGINS,131010539,REPUBLICA, ,LIBER BERNARDO O`HIGGINS - REPUBLICA,LIBER BERNARDO O`HIGGINS @ REPUBLICA,0,0,0,1
-70.6682791998251,-33.4479211996035,1753,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS, , ,2361,- LIBER BERNARDO O`HIGGINS,2361 LIBER BERNARDO O`HIGGINS,0,0,0,1
-70.6682079420427,-33.4414616490357,1754,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010291,HUERFANOS,131010543,RICARDO CUMMING, ,HUERFANOS - RICARDO CUMMING,HUERFANOS @ RICARDO CUMMING,0,0,0,0
-70.6681781870735,-33.5455033100296,1755,3,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050758,RIQUELME, ,GRAN AVDA JOSE MIGUEL CARRERA - RIQUELME,GRAN AVDA JOSE MIGUEL CARRERA @ RIQUELME,0,1,1,1
-70.667969399568,-33.5719526996572,1756,1,EL BOSQUE,2016,1,13105,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131050534,LOS RAULIES, , ,11562,- LOS RAULIES,11562 LOS RAULIES,0,0,0,1
-70.6677833846953,-33.4511308053422,1757,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010602,SAZIE,131010539,REPUBLICA, ,REPUBLICA - SAZIE,SAZIE @ REPUBLICA,0,0,0,1
