X,Y,FID,Ano,Cod_Comuna,Comuna,Cod_Region,Region,Cod_TipoAc,TipoAccide,Cod_Zona,Zona,CalleUno,CalleDos,Numero,PistasdeId,PistasdeRe,Fallecidos,Graves,Menos_Grav,Leves,lat,lng,Atropellos
-70.713844,-33.369083,828,2018,13125,QUILICURA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LO CAMPINO,CARAMPANGUE,0,1,1,0,0,0,1,-33.369083,-70.713844,1
-70.713562,-33.426678,829,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MAPOCHO,LA RIOJA,0,1,1,0,0,0,0,-33.426678,-70.713562,1
-70.713554,-33.431347,830,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RIO BAKER,ALBERDI,0,1,1,0,0,0,1,-33.431347,-70.713554,1
-70.713303,-33.558632,831,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LAS ACACIAS,EL NOCEDAL,0,1,1,0,0,0,1,-33.558632,-70.713303,1
-70.713142,-33.442886,832,2018,13117,LO PRADO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SAN PABLO,NECOCHEA,0,2,2,0,1,0,0,-33.442886,-70.713142,1
-70.713036,-33.441528,833,2018,13117,LO PRADO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS COPIHUES,NECOCHEA,0,1,1,0,1,0,0,-33.441528,-70.713036,1
-70.7121438,-33.4591843,834,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,54689,4,4,0,0,0,0,-33.4591843,-70.7121438,1
-70.712143,-33.459183,835,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,5636,4,4,0,0,0,0,-33.459183,-70.712143,2
-70.71209,-33.60252,836,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MAESTRANZA,ONOFRE RAMIREZ,0,2,2,0,0,0,1,-33.60252,-70.71209,1
-70.712051,-33.436211,837,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,VICUNA ROZAS,MAXIMILIANO IBANEZ,0,1,1,0,0,0,1,-33.436211,-70.712051,1
-70.712051,-33.43449,838,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MAXIMILIANO IBANEZ,LAZARO,0,1,1,0,0,0,1,-33.43449,-70.712051,1
-70.711906,-33.570393,839,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PDTE JORGE ALESSANDRI RODRIGUEZ, ,29,3,3,0,1,0,1,-33.570393,-70.711906,1
-70.711868,-33.516693,840,2018,13102,CERRILLOS,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,AMERICO VESPUCIO,AEROPUERTO,0,3,0,0,0,0,1,-33.516693,-70.711868,1
-70.711792,-33.416443,841,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SAMUEL IZQUIERDO,CARRASCAL,0,1,1,0,0,0,1,-33.416443,-70.711792,1
-70.711365,-33.398804,842,2018,13128,RENCA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,EL CERRO, ,4230,2,0,0,1,0,0,-33.398804,-70.711365,1
-70.711311,-33.415291,843,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SAMUEL IZQUIERDO,EMILIO CAMPODONICO,0,1,0,0,0,1,0,-33.415291,-70.711311,1
-70.711243,-33.422989,844,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SALVADOR GUTIERREZ,ALBERDI,0,2,2,0,1,0,1,-33.422989,-70.711243,1
-70.711098,-33.467178,845,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,5 DE ABRIL,AEROPUERTO,0,2,2,0,0,0,1,-33.467178,-70.711098,1
-70.710129,-33.614418,846,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,GRAL URRUTIA, ,650,1,1,0,0,0,1,-33.614418,-70.710129,1
-70.710014,-33.500854,847,2018,13102,CERRILLOS,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PEDRO AGUIRRE CERDA,LO ERRAZURIZ,0,3,3,0,0,0,2,-33.500854,-70.710014,1
-70.709251,-33.611523,848,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,GUAFO,MATEO DE TORO Y ZAMBRANO,0,2,0,0,1,0,0,-33.611523,-70.709251,1
-70.708809,-33.441734,849,2018,13117,LO PRADO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SAN PABLO, ,5299,2,2,0,0,0,1,-33.441734,-70.708809,1
-70.708565,-33.465687,850,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,5 DE ABRIL, ,5940,3,3,0,1,0,0,-33.465687,-70.708565,1
-70.708305,-33.418003,851,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CARRASCAL,CATAMARCA,0,2,2,0,0,1,1,-33.418003,-70.708305,1
-70.70742,-33.457466,852,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,5361,4,4,0,0,0,0,-33.457466,-70.70742,2
-70.706711,-33.450569,853,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,FRANCISCO ZURBARAN, ,5462,2,2,0,0,0,0,-33.450569,-70.706711,1
-70.70639,-33.403393,854,2018,13128,RENCA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,JOSE MANUEL BALMACEDA, ,4205,1,1,0,0,0,1,-33.403393,-70.70639,1
-70.706108,-33.59901,855,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,FREIRE,SAN ALFONSO,0,1,1,0,1,0,0,-33.59901,-70.706108,1
-70.70565,-33.404022,856,2018,13128,RENCA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,JOSE MANUEL BALMACEDA,ESTRECHO DE MAGALLANES,0,2,2,0,0,1,0,-33.404022,-70.70565,1
-70.705521,-33.460613,857,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LAS REJAS SUR, ,303,2,2,0,1,0,0,-33.460613,-70.705521,1
-70.70546,-33.457352,858,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS,LAS REJAS SUR,0,4,4,0,2,0,0,-33.457352,-70.70546,3
-70.603897,-33.437656,859,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RICARDO LYON,FRANCISCO BILBAO,0,3,0,0,0,0,1,-33.437656,-70.603897,1
-70.705406,-33.45787,860,2018,13117,LO PRADO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LAS REJAS NORTE, ,72,2,2,0,1,0,0,-33.45787,-70.705406,1
-70.705368,-33.445942,861,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,NVA IMPERIAL,STA PETRONILA,0,1,1,0,0,0,1,-33.445942,-70.705368,1
-70.705353,-33.494465,862,2018,13102,CERRILLOS,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PEDRO AGUIRRE CERDA,FELIX MARGOZ,0,3,3,0,0,1,0,-33.494465,-70.705353,1
-70.705315,-33.4048,863,2018,13128,RENCA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DOMINGO SANTA MARIA,LAUTARO,0,2,0,0,1,0,0,-33.4048,-70.705315,1
-70.705299,-33.459312,864,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LAS REJAS SUR,LAS VIOLETAS,0,3,3,0,0,0,0,-33.459312,-70.705299,1
-70.705215,-33.464558,865,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LAS REJAS SUR,5 DE ABRIL,0,2,2,1,0,0,1,-33.464558,-70.705215,2
-70.7051547,-33.5963268,866,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,FREIRE,SAN JOSE,0,2,0,0,1,0,0,-33.5963268,-70.7051547,1
-70.705101,-33.414577,867,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LO ESPINOZA,LOS SAUCES,0,1,1,0,0,0,1,-33.414577,-70.705101,1
-70.70507,-33.403526,868,2018,13128,RENCA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,JOSE MANUEL BALMACEDA, ,4155,2,0,0,1,0,0,-33.403526,-70.70507,1
-70.704918,-33.400707,869,2018,13128,RENCA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,BLANCO ENCALADA,BAQUEDANO,0,2,0,0,0,0,0,-33.400707,-70.704918,1
-70.704796,-33.468739,870,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RIO QUETRO,LAS REJAS SUR,0,1,1,0,2,0,1,-33.468739,-70.704796,3
-70.704773,-33.466812,871,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,TENQUEHUEN,LAS REJAS SUR,0,1,0,0,0,0,1,-33.466812,-70.704773,1
-70.70476,-33.5993398,872,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,VICTORIA,SAN ALFONSO,0,2,0,0,0,0,1,-33.5993398,-70.70476,1
-70.70446,-33.45723,873,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,5326,4,4,0,0,0,0,-33.45723,-70.70446,1
-70.704437,-33.471382,874,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LAS REJAS SUR,COLU,0,1,0,0,0,0,1,-33.471382,-70.704437,1
-70.704422,-33.559742,875,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LAS ACACIAS, ,2655,2,2,0,0,0,1,-33.559742,-70.704422,1
-70.704117,-33.311829,876,2018,13301,COLINA,13,REGION METROPOLITANA,10,ATROPELLO,2,RURAL,CALETERA GRAL SAN MARTIN, ,16500,2,2,0,1,0,1,-33.311829,-70.704117,2
-70.703972,-33.405579,877,2018,13128,RENCA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SENADOR JAIME GUZMAN,DOMINGO SANTA MARIA,0,2,2,0,0,0,3,-33.405579,-70.703972,2
-70.703926,-33.405853,878,2018,13128,RENCA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SENADOR JAIME GUZMAN, ,1365,2,2,0,0,1,0,-33.405853,-70.703926,1
-70.703613,-33.607784,879,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,BARROS ARANA, ,1439,2,0,0,0,0,1,-33.607784,-70.703613,1
-70.703239,-33.456863,880,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,4860,4,4,0,0,0,0,-33.456863,-70.703239,1
-70.703209,-33.594906,881,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,VICTORIA,COVADONGA,0,2,0,0,0,0,1,-33.594906,-70.703209,1
-70.703094,-33.403385,882,2018,13128,RENCA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,JOSE MANUEL BALMACEDA, ,4012,2,0,0,0,1,0,-33.403385,-70.703094,1
-70.702919,-33.598152,883,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,BULNES,ESMERALDA,0,2,0,0,0,0,1,-33.598152,-70.702919,1
-70.702873,-33.424671,884,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SALVADOR GUTIERREZ,RADAL,0,2,2,0,2,0,0,-33.424671,-70.702873,2
-70.702843,-33.40583,885,2018,13128,RENCA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DOMINGO SANTA MARIA, ,4043,2,2,0,0,0,1,-33.40583,-70.702843,1
-70.702637,-33.593239,886,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ARTURO PRAT,VICTORIA,0,2,0,0,0,0,1,-33.593239,-70.702637,1
-70.702614,-33.403324,887,2018,13128,RENCA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SENADOR JAIME GUZMAN,JOSE MANUEL BALMACEDA,0,2,0,0,0,0,1,-33.403324,-70.702614,1
-70.702469,-33.440205,888,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SAN PABLO,RADAL,0,2,2,0,0,1,2,-33.440205,-70.702469,3
-70.701218,-33.434116,889,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ANDES,EDUARDO CHARME,0,2,0,0,1,0,0,-33.434116,-70.701218,1
-70.701042,-33.456348,890,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS,RADAL,0,5,5,0,0,1,1,-33.456348,-70.701042,1
-70.701035,-33.601109,891,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,BARROS ARANA, ,939,2,0,0,0,0,1,-33.601109,-70.701035,1
-70.700363,-33.421165,892,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CARRASCAL,AYUNTAMIENTO,0,2,2,0,0,0,1,-33.421165,-70.700363,1
-70.700127,-33.5928,893,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O HIGGINS, ,237,2,0,0,0,0,1,-33.5928,-70.700127,1
-70.699966,-33.431915,894,2018,13126,QUINTA NORMAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,JOSE JOAQUIN PEREZ, ,4659,1,1,0,0,0,1,-33.431915,-70.699966,1
-70.699509,-33.572899,895,2018,13105,EL BOSQUE,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ALTO PALENA,URMENETA,0,1,1,0,1,0,0,-33.572899,-70.699509,1
-70.6991903,-33.4565791,896,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,4620,4,4,1,1,1,0,-33.4565791,-70.6991903,1
-70.699036,-33.25935,897,2018,13301,COLINA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CALETERA GRAL SAN MARTIN, ,10000,1,1,0,0,0,1,-33.25935,-70.699036,1
-70.698761,-33.594139,898,2018,13401,SAN BERNARDO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,BARROS ARANA,ARTURO PRAT,0,2,0,0,0,0,0,-33.594139,-70.698761,1
-70.698364,-33.455524,899,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,4569,4,4,0,0,0,0,-33.455524,-70.698364,1
-70.603889,-33.508644,900,2018,13118,MACUL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DEPARTAMENTAL, ,3000,2,2,0,0,0,1,-33.508644,-70.603889,1
-70.603859,-33.46323,901,2018,13120,NUNOA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS 3 ANTONIOS,GRECIA,0,3,3,0,1,0,0,-33.46323,-70.603859,1
-70.60376,-33.584435,902,2018,13201,PUENTE ALTO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,JULIO CESAR,MIGUEL ANGEL,0,1,1,0,0,0,1,-33.584435,-70.60376,1
-70.603622,-33.427155,903,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CARLOS ANTUNEZ,LOS LEONES,0,3,0,0,0,0,1,-33.427155,-70.603622,1
-70.603577,-33.413895,904,2018,13114,LAS CONDES,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ANDRES BELLO,ISIDORA GOYENECHEA,0,2,2,0,0,0,2,-33.413895,-70.603577,1
-70.603561,-33.539143,905,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DR SOTERO DEL RIO,STA RAQUEL,0,2,2,0,1,0,2,-33.539143,-70.603561,2
-70.603531,-33.413761,906,2018,13114,LAS CONDES,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ISIDORA GOYENECHEA,VITACURA,0,1,0,0,0,0,1,-33.413761,-70.603531,1
-70.603508,-33.461517,907,2018,13120,NUNOA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS 3 ANTONIOS,PROFE JUAN GOMEZ MILLAS,0,1,1,0,1,0,2,-33.461517,-70.603508,2
-70.603493,-33.421013,908,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,HOLANDA,SAN PIO X,0,2,0,0,1,0,0,-33.421013,-70.603493,1
-70.603416,-33.452663,909,2018,13120,NUNOA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CAP ORELLA,VILLASECA,0,1,1,0,0,0,1,-33.452663,-70.603416,1
-70.60334,-33.606274,910,2018,13201,PUENTE ALTO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LA SERENA,DOMINGO TOCORNAL,0,2,2,0,0,0,1,-33.606274,-70.60334,1
-70.603333,-33.535503,911,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA RAQUEL,ROJAS MAGALLANES,0,2,2,0,0,0,1,-33.535503,-70.603333,1
-70.60321,-33.619888,912,2018,13201,PUENTE ALTO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SGTO MENADIER,EL RODEO,0,2,2,0,0,0,1,-33.619888,-70.60321,1
-70.603172,-33.443146,913,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RICARDO LYON,DIEGO DE ALMAGRO,0,2,2,0,0,1,0,-33.443146,-70.603172,1
-70.603081,-33.439743,914,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RICARDO LYON,BUSTOS,0,4,0,0,0,0,1,-33.439743,-70.603081,1
-70.603043,-33.508804,915,2018,13118,MACUL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DEPARTAMENTAL, ,3072,2,2,0,0,0,1,-33.508804,-70.603043,1
-70.602753,-33.429996,916,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS LEONES,ELIODORO YANEZ,0,4,0,0,2,0,3,-33.429996,-70.602753,4
-70.602753,-33.422829,917,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,HOLANDA,LOTA,0,2,0,0,0,0,2,-33.422829,-70.602753,2
-70.602737,-33.511917,918,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MIRADOR AZUL, ,835,2,2,1,0,0,0,-33.511917,-70.602737,1
-70.602692,-33.455875,919,2018,13120,NUNOA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS 3 ANTONIOS,DUBLE ALMEYDA,0,2,0,0,0,0,1,-33.455875,-70.602692,1
-70.602646,-33.430798,920,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS LEONES,LOS MAITENES,0,2,2,0,0,0,0,-33.430798,-70.602646,1
-70.60228,-33.582077,921,2018,13201,PUENTE ALTO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,GABRIELA PONIENTE,CRETA,0,2,2,0,0,1,0,-33.582077,-70.60228,1
-70.6022228,-33.535513,922,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ROJAS MAGALLANES,CHILLA,0,2,2,0,0,0,1,-33.535513,-70.6022228,1
-70.602211,-33.454464,923,2018,13120,NUNOA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RICARDO LYON,IRARRAZAVAL,0,3,3,0,1,0,0,-33.454464,-70.602211,1
-70.601944,-33.494648,924,2018,13118,MACUL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,EXEQUIEL FERNANDEZ, ,4481,1,0,0,1,0,0,-33.494648,-70.601944,1
-70.601898,-33.418915,925,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PROVIDENCIA, ,2633,3,0,0,1,0,0,-33.418915,-70.601898,1
-70.601768,-33.49025,926,2018,13118,MACUL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,EXEQUIEL FERNANDEZ,ESC AGRICOLA,0,2,2,0,0,0,0,-33.49025,-70.601768,1
-70.601631,-33.48748,927,2018,13118,MACUL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,EXEQUIEL FERNANDEZ,STA CRISTINA,0,1,1,0,1,0,0,-33.48748,-70.601631,1
-70.601631,-33.426689,928,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,HOLANDA,CARLOS ANTUNEZ,0,2,0,0,0,0,1,-33.426689,-70.601631,1
-70.601532,-33.48209,929,2018,13118,MACUL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS PLATANOS,EXEQUIEL FERNANDEZ,0,1,0,0,0,0,2,-33.48209,-70.601532,1
-70.601509,-33.434631,930,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS LEONES,POCURO,0,2,2,0,1,0,0,-33.434631,-70.601509,1
-70.601448,-33.442791,931,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DIEGO DE ALMAGRO,SUECIA,0,2,0,0,1,0,1,-33.442791,-70.601448,1
-70.60141,-33.51733,932,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,VICUNA MACKENNA ORIENTE,SAN CARLOS DE ANCUD,0,2,0,0,1,0,1,-33.51733,-70.60141,2
-70.601395,-33.418308,933,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PROVIDENCIA, ,2845,3,0,0,0,0,0,-33.418308,-70.601395,1
-70.6012919,-33.4847509,934,2018,13122,PE,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,QUILIN, ,3100,3,2,0,0,0,1,-33.4847509,-70.6012919,1
-70.601173,-33.558708,935,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,GRAL ARRIAGADA,STA RAQUEL,0,2,2,0,1,0,2,-33.558708,-70.601173,2
-70.601151,-33.588238,936,2018,13201,PUENTE ALTO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LUIS MATTE LARRAIN,CRETA,0,2,2,0,0,0,4,-33.588238,-70.601151,3
-70.6010162,-33.5468335,937,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ITALIA,TRINIDAD,0,2,2,0,0,0,2,-33.5468335,-70.6010162,2
-70.600983,-33.436974,938,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,FRANCISCO BILBAO,LOS LEONES,0,2,2,0,3,0,0,-33.436974,-70.600983,3
-70.698334,-33.455891,939,2018,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,4568,4,4,0,0,0,0,-33.455891,-70.698334,1
-70.600906,-33.528488,940,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,GERONIMO DE ALDERETE,RANQUIL,0,1,1,0,0,0,1,-33.528488,-70.600906,1
-70.599884,-33.479164,941,2018,13118,MACUL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS OLMOS, ,3140,2,2,0,0,0,1,-33.479164,-70.599884,1
-70.599785,-33.49316,942,2018,13118,MACUL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MACUL,VICTOR DOMINGO SILVA,0,2,2,0,0,0,1,-33.49316,-70.599785,1
-70.599586,-33.433998,943,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,POCURO,HOLANDA,0,2,0,0,1,0,0,-33.433998,-70.599586,1
-70.599586,-33.405594,944,2018,13132,VITACURA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,NVA COSTANERA, ,3148,2,2,0,0,0,0,-33.405594,-70.599586,1
-70.599503,-33.443199,945,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,EL AGUILUCHO,LOS LEONES,0,2,0,0,0,0,1,-33.443199,-70.599503,1
-70.599487,-33.490456,946,2018,13118,MACUL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MACUL, ,3998,2,2,0,1,0,0,-33.490456,-70.599487,1
-70.599342,-33.533386,947,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MANUTARA,LOS PIONEROS,0,2,0,0,0,2,0,-33.533386,-70.599342,1
-70.599266,-33.482162,948,2018,13118,MACUL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MACUL,LOS PLATANOS,0,3,3,0,0,0,1,-33.482162,-70.599266,1
-70.599159,-33.520348,949,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,VICUNA MACKENNA ORIENTE,SERAFIN ZAMORA,0,3,0,0,1,0,1,-33.520348,-70.599159,2
-70.59903,-33.527065,950,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DON PEPE,LAS ACACIAS,0,1,1,0,0,0,1,-33.527065,-70.59903,1
-70.598991,-33.479458,951,2018,13118,MACUL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MACUL,LOS OLMOS,0,2,2,0,0,0,1,-33.479458,-70.598991,1
-70.59893,-33.535564,952,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ROJAS MAGALLANES,MANUTARA,0,2,2,0,0,0,1,-33.535564,-70.59893,1
-70.598846,-33.436565,953,2018,13123,PROVIDENCIA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,FRANCISCO BILBAO,HOLANDA,0,2,2,0,1,0,0,-33.436565,-70.598846,1
-70.598831,-33.522697,954,2018,13110,LA FLORIDA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,VICUNA MACKENNA, ,8600,2,2,1,0,2,1,-33.522697,-70.598831,2
-70.598625,-33.619934,955,2018,13201,PUENTE ALTO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SGTO MENADIER,LA SERENA,0,1,1,0,0,1,1,-33.619934,-70.598625,1
