X,Y,FID,OBJECTID,ICOUNT,Region,Comuna,Match_Addr,Calle1,Calle2,Numero,Fallecidos,Graves,Mgrave,Leve,Ileso
-70.6436467798267,-33.4146139923563,1394,710,1,REGION METROPOLITANA,RECOLETA,"RECOLETA & MARIA GRAHAM, RECOLETA",RECOLETA,MARIA GRAHAM,0,0,0,1,0,1
-70.643596511655,-33.4140149502404,1395,711,1,REGION METROPOLITANA,RECOLETA,"RECOLETA & ARZOBISPO VALDIVIESO, RECOLETA",RECOLETA,VALDIVIESO,0,0,1,0,0,1
-70.6439675313826,-33.436140004018,1396,712,1,REGION METROPOLITANA,SANTIAGO,"444 SANTO DOMINGO, SANTIAGO",STO DOMINGO, ,444,0,0,0,1,1
-70.6434023785632,-33.4106672149266,1397,713,1,REGION METROPOLITANA,RECOLETA,"RECOLETA & SALIANO, RECOLETA",RECOLETA,SALIANO,0,0,1,0,0,0
-70.6432405397456,-33.4073731720943,1398,714,1,REGION METROPOLITANA,RECOLETA,"RECOLETA & MAIPO, RECOLETA",RECOLETA,MAIPO,0,0,0,0,2,0
-70.6431612574555,-33.4057328815975,1399,715,1,REGION METROPOLITANA,RECOLETA,"RECOLETA & EINSTEIN, RECOLETA",RECOLETA,EINSTEIN,0,0,1,0,0,1
-70.6469216519405,-33.609536595576,1400,716,1,REGION METROPOLITANA,LA PINTANA,"2032 CAMINO EL MARISCAL, LA PINTANA",CAMINO EL MARISCAL, ,2031,0,0,0,1,1
-70.6428221154861,-33.3992126210407,1401,717,1,REGION METROPOLITANA,RECOLETA,"RECOLETA & EMILIANO ZAPATA, RECOLETA",RECOLETA,EMILIANO ZAPATA,0,0,0,0,1,0
-70.6427423348597,-33.396990656896,1402,718,2,REGION METROPOLITANA,RECOLETA,"RECOLETA & DORSAL, RECOLETA",RECOLETA,DORSAL,0,0,0,0,2,0
-70.6426053724142,-33.393015391126,1403,719,1,REGION METROPOLITANA,RECOLETA,"RECOLETA & RAUL MONTT, RECOLETA",RECOLETA,RAUL MONTT,0,0,0,1,0,0
-70.6424397386936,-33.3909613958854,1404,720,1,REGION METROPOLITANA,RECOLETA,"RECOLETA & LOS ZAPADORES, RECOLETA",RECOLETA,LOS ZAPADORES,0,0,0,0,2,1
-70.6430982597441,-33.4260970495884,1405,721,1,REGION METROPOLITANA,RECOLETA,"DOMINICA & TABARE, RECOLETA",DOMINICA,TABARE,0,0,0,0,2,0
-70.6453557334478,-33.5458564079504,1406,722,1,REGION METROPOLITANA,SAN RAMON,"VICUNA MACKENNA & LA BANDERA, SAN RAMON",VICUNA MACKENNA,LA BANDERA,0,0,1,0,0,1
-70.6455300562067,-33.5563588237141,1407,723,1,REGION METROPOLITANA,SAN RAMON,"VENANCIA LEIVA & ALMIRANTE LATORRE, SAN RAMON",VENANCIA LEIVA,ALMTE LATORRE,0,0,0,0,1,1
-70.6458846862541,-33.5844635024648,1408,724,1,REGION METROPOLITANA,LA PINTANA,"GABRIELA & LOS LIMONEROS, LA PINTANA",GABRIELA,LOS LIMONEROS,0,0,1,0,0,1
-70.6428329213777,-33.4346844733994,1409,725,1,REGION METROPOLITANA,SANTIAGO,"CARDENAL JOSE MARIA CARO & JOSE MIGUEL DE LA BARRA, SANTIAGO",CARD JOSE MARIA CARO,JOSE MIGUEL DE LA BARRA,0,1,0,0,0,1
-70.6432685973973,-33.4583510775289,1410,726,4,REGION METROPOLITANA,SANTIAGO,"SANTA ROSA & MANUEL ANTONIO MATTA, SANTIAGO",STA ROSA,MANUEL ANTONIO MATTA,0,0,0,0,5,3
-70.642984915176,-33.4503026983211,1411,727,1,REGION METROPOLITANA,SANTIAGO,"SANTA ISABEL & SAN ISIDRO, SANTIAGO",STA ISABEL,SAN ISIDRO,0,0,0,0,1,1
-70.642650206407,-33.4340364191415,1412,728,1,REGION METROPOLITANA,RECOLETA,"LORETO & SANTA MARIA, SANTIAGO",LORETO,STA MARIA,0,0,0,0,1,0
-70.644642299473,-33.5423567025884,1413,729,1,REGION METROPOLITANA,SAN RAMON,"OSSA & LA BANDERA, SAN RAMON",OSSA,LA BANDERA,0,0,0,0,1,1
-70.6416636774047,-33.3861198018654,1414,730,1,REGION METROPOLITANA,RECOLETA,"ADELA MARTINEZ & RECOLETA, RECOLETA",ADELA MARTINEZ,RECOLETA,0,1,0,0,0,1
-70.642461435254,-33.4334578205626,1415,731,1,REGION METROPOLITANA,RECOLETA,"LORETO & BELLAVISTA, RECOLETA",LORETO,BELLAVISTA,0,0,0,0,0,2
-70.6452080106813,-33.5834936465277,1416,732,1,REGION METROPOLITANA,LA PINTANA,"PASAJE 34 & PASAJE 6, LA PINTANA",PSJE 34,PSJE 6,0,0,0,1,0,0
-70.641101224908,-33.384756451416,1417,733,1,REGION METROPOLITANA,RECOLETA,"RECOLETA & OSCAR CASTRO, RECOLETA",RECOLETA,OSCAR CASTRO,0,0,0,0,0,2
-70.6423917721625,-33.4666517780934,1418,734,1,REGION METROPOLITANA,SANTIAGO,"SANTA ROSA & MAULE, SANTIAGO",STA ROSA,MAULE,0,0,0,0,1,1
-70.6438437840628,-33.5502989512585,1419,735,1,REGION METROPOLITANA,SAN RAMON,"1833 TUCAN CENTRAL, SAN RAMON",TUCAN CENTRAL, ,1833,0,0,0,1,1
-70.6420996117617,-33.4580833140195,1420,736,1,REGION METROPOLITANA,SANTIAGO,"VICTOR MANUEL & MANUEL ANTONIO MATTA, SANTIAGO",VICTOR MANUEL,MANUEL ANTONIO MATTA,0,0,0,0,1,1
-70.6420397719082,-33.475283711506,1421,737,1,REGION METROPOLITANA,SANTIAGO,"SANTA ROSA & PLACER, SANTIAGO",STA ROSA,PLACER,0,0,0,0,1,1
-70.6432481982265,-33.5537603110546,1422,738,1,REGION METROPOLITANA,SAN RAMON,"10160 JUAN ANTONIO RIOS, SAN RAMON",JUAN ANTONIO RIOS, ,10160,0,0,0,1,1
-70.6396580080422,-33.3710596545986,1423,739,1,REGION METROPOLITANA,HUECHURABA,"5665 GUAYALOLEN, HUECHURABA",GUAYALOLEN, ,5665,0,0,0,1,1
-70.641639268147,-33.4789689739014,1424,740,1,REGION METROPOLITANA,SAN JOAQUIN,"2606 SANTA ROSA, SAN JOAQUIN",STA ROSA, ,2606,0,1,0,0,1
-70.6416385438428,-33.4800719832087,1425,741,1,REGION METROPOLITANA,SAN JOAQUIN,"SANTA ROSA & ESQUILO, SAN JOAQUIN",STA ROSA,ESQUILO,0,0,0,0,1,1
-70.6427603084446,-33.542632089221,1426,742,3,REGION METROPOLITANA,SAN RAMON,"OSSA & ALMIRANTE LATORRE, SAN RAMON",OSSA,ALMTE LATORRE,0,0,0,1,1,4
-70.640426606044,-33.4218261837776,1427,743,1,REGION METROPOLITANA,RECOLETA,"PERU & ALBERTO FIGUEROA, RECOLETA",PERU,ALBERTO FIGUEROA,0,0,1,0,0,0
-70.6404627369881,-33.4341032063756,1428,744,1,REGION METROPOLITANA,RECOLETA,"BELLAVISTA & BOMBERO NUNEZ, RECOLETA",BELLAVISTA,BOMB NUNEZ,0,0,0,0,1,0
-70.6393028795028,-33.3802539436715,1429,745,1,REGION METROPOLITANA,HUECHURABA,"SIN CLASIFICACION & RECOLETA, HUECHURABA",STA CLARA,RECOLETA,0,0,0,0,1,1
-70.6408978262132,-33.4862305281644,1430,746,1,REGION METROPOLITANA,SAN JOAQUIN,"SANTA ROSA & JORGE CANNING, SAN JOAQUIN",STA ROSA,JORGE CANNING,0,0,1,0,0,0
-70.6414824843698,-33.5274278063142,1431,747,1,REGION METROPOLITANA,SAN RAMON,"ELIAS FERNANDEZ ALBANO & RIVADAVIA, SAN RAMON",ELIAS FERNANDEZ ALBANO,RIVADAVIA,0,0,1,0,0,1
-70.6386215293262,-33.3786251768221,1432,748,1,REGION METROPOLITANA,HUECHURABA,"RECOLETA & PRESIDENTE SALVADOR ALLENDE, HUECHURABA",RECOLETA,PDTE SALVADOR ALLENDE,0,0,0,0,2,0
-70.6399563030395,-33.4505772739927,1433,749,1,REGION METROPOLITANA,SANTIAGO,"ARGOMEDO & MANUEL ANTONIO TOCORNAL, SANTIAGO",ARGOMEDO,MANUEL ANTONIO TOCORNAL,0,0,0,0,1,1
-70.6406448803769,-33.4880898116852,1434,750,1,REGION METROPOLITANA,SAN JOAQUIN,"SANTA ROSA & ALCALDE PEDRO ALARCON, SAN JOAQUIN",STA ROSA,ALC PEDRO ALARCON,0,0,0,0,1,1
-70.6417605373176,-33.5490861716483,1435,751,1,REGION METROPOLITANA,SAN RAMON,"CHACABUCO & CADETE G PERRY, SAN RAMON",CHACABUCO,CADETE G PERRY,0,0,0,0,0,2
-70.6395282531246,-33.4575428722665,1436,752,1,REGION METROPOLITANA,SANTIAGO,"MANUEL ANTONIO MATTA & CARMEN, SANTIAGO",MANUEL ANTONIO MATTA,CARMEN,0,1,0,0,0,1
-70.6385778180718,-33.4160834153068,1437,753,1,REGION METROPOLITANA,RECOLETA,"PERU & CELIA COLOMA, RECOLETA",PERU,CELIA COLOMA,0,0,1,0,0,1
-70.6389037917529,-33.4368924362174,1438,754,1,REGION METROPOLITANA,SANTIAGO,"ESTADOS UNIDOS & MERCED, SANTIAGO",ESTADOS UNIDOS,MERCED,0,0,0,0,0,2
-70.641207875796,-33.5643882261689,1439,755,1,REGION METROPOLITANA,LA PINTANA,"OBSERVATORIO & SANTA PILAR, LA PINTANA",OBSERVATORIO,STA PILAR,0,0,1,0,1,1
-70.6387286319406,-33.4347896438045,1440,756,2,REGION METROPOLITANA,RECOLETA,"SANTA MARIA & PURISIMA, RECOLETA",STA MARIA,PURISIMA,0,0,0,0,2,4
-70.639380615774,-33.4726694700693,1441,757,1,REGION METROPOLITANA,SANTIAGO,"605 FRANKLIN, SANTIAGO",FRANKLIN, ,605,1,0,0,0,1
-70.6373539802927,-33.375517042106,1442,758,2,REGION METROPOLITANA,HUECHURABA,"RECOLETA & CARLOS AGUIRRE LUCO, HUECHURABA",RECOLETA,CARLOS AGUIRRE LUCO,0,0,0,1,1,3
-70.6369103938445,-33.370856161432,1443,759,1,REGION METROPOLITANA,HUECHURABA,"5783 LOS OLMOS, HUECHURABA",LOS OLMOS, ,5783,0,0,0,1,1
-70.6369502117417,-33.3745123157752,1444,760,1,REGION METROPOLITANA,HUECHURABA,"GUILLERMO SUBIABRE & RECOLETA, HUECHURABA",GUILLERMO SUBIABRE,RECOLETA,0,1,0,0,0,1
-70.6391837331861,-33.499602407943,1445,761,1,REGION METROPOLITANA,SAN JOAQUIN,"SANTA ROSA & PEDRO MIRA, SAN JOAQUIN",STA ROSA,PEDRO MIRA,0,0,1,0,0,1
-70.6368197186481,-33.3742705418385,1446,762,1,REGION METROPOLITANA,HUECHURABA,"RECOLETA & CAMINO AL BOSQUE DE SANTIAGO, HUECHURABA",RECOLETA,CAMINO AL BOSQUE DE SANTIAGO,0,0,0,0,1,1
-70.639172775254,-33.5010758234608,1447,763,1,REGION METROPOLITANA,SAN MIGUEL,"SANTA ROSA & URETA COX, SAN MIGUEL",STA ROSA,URETA COX,0,0,0,0,2,0
-70.636768030326,-33.3739526441864,1448,764,1,REGION METROPOLITANA,HUECHURABA,"5640 RECOLETA, HUECHURABA",RECOLETA, ,5640,0,0,0,1,1
-70.6376528271325,-33.4368819132692,1449,765,1,REGION METROPOLITANA,SANTIAGO,"MERCED & CORONEL SANTIAGO BUERAS, SANTIAGO",MERCED,CRNEL SANTIAGO BUERAS,0,1,0,0,0,1
-70.6362831096571,-33.3729519164239,1450,766,1,REGION METROPOLITANA,HUECHURABA,"EL PUEBLO & RECOLETA, HUECHURABA",EL PUEBLO,RECOLETA,0,0,0,0,1,1
-70.6394252239359,-33.5532495628393,1451,767,1,REGION METROPOLITANA,SAN RAMON,"1991 ESPERANZA, SAN RAMON",ESPERANZA, ,1991,0,0,0,1,1
-70.6385485578334,-33.507195878911,1452,768,1,REGION METROPOLITANA,SAN JOAQUIN,"SANTA ROSA & DEPARTAMENTAL, SAN JOAQUIN",STA ROSA,DEPARTAMENTAL,0,0,0,0,1,1
-70.6362810356871,-33.4102698705103,1453,769,1,REGION METROPOLITANA,RECOLETA,"EL SALTO & NICOLAS DE GARNICA, RECOLETA",EL SALTO,NICOLAS DE GARNICA,0,1,0,0,0,1
-70.6368843349844,-33.4445547463635,1454,770,2,REGION METROPOLITANA,SANTIAGO,"CURICO & PORTUGAL, SANTIAGO",CURICO,PORTUGAL,0,0,0,0,1,3
-70.6369445925708,-33.4570110287856,1455,771,1,REGION METROPOLITANA,SANTIAGO,"MANUEL ANTONIO MATTA & LIRA, SANTIAGO",MANUEL ANTONIO MATTA,LIRA,0,0,0,0,1,1
-70.6391862442858,-33.5762522887302,1456,772,1,REGION METROPOLITANA,LA PINTANA,"LO MARTINEZ & CARLOS PEZOA VELIZ, LA PINTANA",LO MARTINEZ,CARLOS PEZOA VELIZ,0,0,1,0,0,1
-70.6393935124146,-33.5892386344386,1457,773,1,REGION METROPOLITANA,LA PINTANA,"2305 TUCAPEL, LA PINTANA",TUCAPEL, ,2305,0,0,0,1,1
-70.6365284739012,-33.4375641137971,1458,774,1,REGION METROPOLITANA,SANTIAGO,"LIBERTADOR BERNARDO O`HIGGINS & RAMON CORVALAN MELGAREJO, SANTIAGO",LIBER BERNARDO O`HIGGINS,RAMON CORVALAN MELGAREJO,0,0,0,0,1,1
-70.6364282025303,-33.4373792880917,1459,775,1,REGION METROPOLITANA,SANTIAGO,"95 LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",LIBER BERNARDO O`HIGGINS, ,95,0,2,0,0,0
-70.6349936786429,-33.3649250545967,1460,776,1,REGION METROPOLITANA,HUECHURABA,"754 LOS POMELOS, HUECHURABA",LOS POMELOS, ,754,0,0,0,1,1
-70.6350655280797,-33.369901712621,1461,777,1,REGION METROPOLITANA,HUECHURABA,"RECOLETA & MANUEL DE SALAS, HUECHURABA",RECOLETA,MANUEL DE SALAS,0,0,1,0,0,1
-70.6364200393373,-33.4426147817444,1462,778,1,REGION METROPOLITANA,SANTIAGO,"DIAGONAL PARAGUAY & FRAY CAMILO HENRIQUEZ, SANTIAGO",DIAG PARAGUAY,SAN CAMILO,0,0,0,0,1,1
-70.6385649440676,-33.5574196699988,1463,779,1,REGION METROPOLITANA,LA PINTANA,"10619 POZA CRISTALINA, LA PINTANA",POZA CRISTALINA, ,10619,0,0,0,1,1
-70.6372251712656,-33.486760640207,1464,780,1,REGION METROPOLITANA,SAN JOAQUIN,"COMANDANTE RIESLE & SANTA CATALINA, SAN JOAQUIN",JORGE CANNING,STA CATALINA,0,0,0,0,1,1
-70.638559424831,-33.5790055964258,1465,781,1,REGION METROPOLITANA,LA PINTANA,"PORTO ALEGRE & JOSE MANUEL BALMACEDA, LA PINTANA",PORTO ALEGRE,JOSE MANUEL BALMACEDA,0,0,0,1,0,1
-70.6345640752906,-33.3686637802821,1466,782,1,REGION METROPOLITANA,HUECHURABA,"RECOLETA & DEL PINCOY, HUECHURABA",RECOLETA,DEL PINCOY,0,0,0,0,1,1
-70.6359600317744,-33.4461159396832,1467,783,1,REGION METROPOLITANA,SANTIAGO,"PORTUGAL & MARIN, SANTIAGO",PORTUGAL,MARIN,0,0,0,0,0,2
-70.637071425642,-33.5129549966597,1468,784,1,REGION METROPOLITANA,SAN JOAQUIN,"5860 SANTA ROSA, SAN JOAQUIN",STA ROSA, ,5860,1,0,0,0,1
-70.6354274334106,-33.4371019593362,1469,785,1,REGION METROPOLITANA,SANTIAGO,"9 LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",LIBER BERNARDO O`HIGGINS, ,9,0,1,0,0,1
-70.6353687148548,-33.4363888207679,1470,786,1,REGION METROPOLITANA,SANTIAGO,"VICUNA MACKENNA & CARDENAL JOSE MARIA CARO, SANTIAGO",VICUNA MACKENNA,CARD JOSE MARIA CARO,0,0,0,0,1,1
-70.6375937000345,-33.5574290262917,1471,787,1,REGION METROPOLITANA,SAN RAMON,"PEDRO AGUIRRE CERDA & VENANCIA LEIVA, LA PINTANA",PEDRO AGUIRRE CERDA,VENANCIA LEIVA,0,0,0,0,1,1
-70.6353173968233,-33.4368135331068,1472,788,1,REGION METROPOLITANA,PROVIDENCIA,"VICUNA MACKENNA & PROVIDENCIA, SANTIAGO",VICUNA MACKENNA,PROVIDENCIA,0,0,1,0,0,1
-70.6355854018972,-33.4517847343231,1473,789,1,REGION METROPOLITANA,SANTIAGO,"342 10 DE JULIO HUAMACHUCO, SANTIAGO",10 DE JULIO HUAMACHUCO, ,342,0,0,0,1,1
-70.6371257762598,-33.5341052939957,1474,790,1,REGION METROPOLITANA,SAN RAMON,"URUGUAY & PEDRO AGUIRRE CERDA ORIENTE, SAN RAMON",URUGUAY,PEDRO AGUIRRE CERDA,0,0,0,0,1,1
-70.6368016690156,-33.5170259436088,1475,791,1,REGION METROPOLITANA,SAN JOAQUIN,"SEBASTOPOL & SANTA ROSA, SAN JOAQUIN",SEBASTOPOL,STA ROSA,0,0,1,0,0,0
-70.6352390773211,-33.4371907098983,1476,792,2,REGION METROPOLITANA,SANTIAGO,"VICUNA MACKENNA & LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",VICUNA MACKENNA,LIBER BERNARDO O`HIGGINS,0,0,0,0,2,1
-70.6351578127054,-33.4357264402117,1477,793,1,REGION METROPOLITANA,PROVIDENCIA,"SANTA MARIA & PIO NONO, PROVIDENCIA",STA MARIA,PIO NONO,0,0,1,0,0,0
-70.6342516403293,-33.3904562703071,1478,794,1,REGION METROPOLITANA,RECOLETA,"ADELA MARTINEZ & MARIA DEL PILAR, RECOLETA",ADELA MARTINEZ,MARIA DEL PILAR,0,0,1,0,0,1
-70.6337299775577,-33.3665915199759,1479,795,1,REGION METROPOLITANA,HUECHURABA,"RECOLETA & LOS CEREZOS, HUECHURABA",RECOLETA,LOS CEREZOS,0,0,0,0,1,1
-70.6350179591486,-33.4490390056344,1480,796,1,REGION METROPOLITANA,SANTIAGO,"564 PORTUGAL, SANTIAGO",PORTUGAL, ,564,0,0,0,1,1
-70.6366509453189,-33.5419040746212,1481,797,1,REGION METROPOLITANA,SAN RAMON,"AMERICO VESPUCIO & PEDRO AGUIRRE CERDA, SAN RAMON",AMERICO VESPUCIO,PEDRO AGUIRRE CERDA,0,0,1,0,0,2
-70.6367254186045,-33.5470876971085,1482,798,3,REGION METROPOLITANA,SAN RAMON,"PEDRO AGUIRRE CERDA & VICUNA MACKENNA, SAN RAMON",PEDRO AGUIRRE CERDA,VICUNA MACKENNA,0,0,0,0,3,4
-70.6346432904161,-33.4390834796306,1483,799,1,REGION METROPOLITANA,PROVIDENCIA,"40 VICUNA MACKENNA, PROVIDENCIA",VICUNA MACKENNA, ,40,0,0,0,1,1
-70.635860961603,-33.525508132887,1484,800,1,REGION METROPOLITANA,SAN RAMON,"SANTA ROSA & SANTA ANA, SAN RAMON",STA ROSA,STA ANA,0,0,0,0,1,0
-70.6367616393388,-33.5822939426594,1485,801,1,REGION METROPOLITANA,LA PINTANA,"GENERAL BELGRANO & BALDOMERO LILLO, LA PINTANA",GRAL BELGRANO,BALDOMERO LILLO,0,0,0,0,1,0
-70.6356587306063,-33.5273058447899,1486,802,1,REGION METROPOLITANA,LA GRANJA,"LA VICTORIA & SANTA ROSA, LA GRANJA",LA VICTORIA,STA ROSA,0,0,0,0,1,1
-70.6356760804052,-33.5296018914679,1487,803,1,REGION METROPOLITANA,SAN RAMON,"7811 SANTA ROSA, SAN RAMON",STA ROSA, ,7811,1,0,0,0,1
-70.6355542470171,-33.5281644693952,1488,804,1,REGION METROPOLITANA,SAN RAMON,"ELIAS FERNANDEZ ALBANO & SANTA ROSA, LA GRANJA",ELIAS FERNANDEZ ALBANO,STA ROSA,0,0,0,0,1,1
-70.6338964426768,-33.4418644705565,1489,805,2,REGION METROPOLITANA,PROVIDENCIA,"VICUNA MACKENNA & RANCAGUA, SANTIAGO",VICUNA MACKENNA,RANCAGUA,0,0,1,0,0,3
-70.6344865224683,-33.4766401231805,1490,806,1,REGION METROPOLITANA,SAN JOAQUIN,"PINTOR CICARELLI & CARMEN, SAN JOAQUIN",PINTOR CICARELLI,CARMEN,0,0,0,0,1,1
-70.6354251028422,-33.529313554696,1491,807,1,REGION METROPOLITANA,SAN RAMON,"SANTA ROSA & PASEO DE LA ALBORADA, SAN RAMON",STA ROSA,PASEO ALBORADA,0,0,0,1,0,1
-70.633477916648,-33.4432927498711,1492,808,1,REGION METROPOLITANA,PROVIDENCIA,"FRANCISCO BILBAO & VICUNA MACKENNA, SANTIAGO",FRANCISCO BILBAO,VICUNA MACKENNA,0,0,1,0,1,0
-70.6351051772948,-33.5305356930533,1493,809,1,REGION METROPOLITANA,LA GRANJA,"COMBARBALA & SANTA ROSA, LA GRANJA",COMBARBALA,STA ROSA,0,0,0,0,1,1
-70.6348518061097,-33.5340245847892,1494,810,1,REGION METROPOLITANA,SAN RAMON,"8043 SANTA ROSA, SAN RAMON",STA ROSA, ,8043,0,0,2,0,0
-70.6347863462561,-33.532891670568,1495,811,1,REGION METROPOLITANA,SAN RAMON,"ARGENTINA & SANTA ROSA, LA GRANJA",ARGENTINA,STA ROSA,0,0,0,0,1,1
-70.6347665326931,-33.5341630519157,1496,812,3,REGION METROPOLITANA,SAN RAMON,"SANTA ROSA & URUGUAY, SAN RAMON",STA ROSA,URUGUAY,0,0,0,0,3,3
-70.6332747698754,-33.4562207468343,1497,813,1,REGION METROPOLITANA,SANTIAGO,"MANUEL ANTONIO MATTA & PORTUGAL, SANTIAGO",MANUEL ANTONIO MATTA,PORTUGAL,0,0,0,0,1,1
-70.6346912921619,-33.5377581979703,1498,814,3,REGION METROPOLITANA,SAN RAMON,"SANTA ROSA & DONIHUE, SAN RAMON",STA ROSA,DONIHUE,0,0,0,0,3,2
-70.6313303781808,-33.3610226527539,1499,815,1,REGION METROPOLITANA,HUECHURABA,"RECOLETA & JORGE INOSTROZA, HUECHURABA",RECOLETA,JORGE INOSTROZA,0,0,0,0,1,1
-70.6345335351781,-33.5345033649502,1500,816,1,REGION METROPOLITANA,LA GRANJA,"SANTA ROSA & QUINTEROS, LA GRANJA",STA ROSA,QUINTERO,0,0,1,0,0,1
-70.6344371154632,-33.5353658143889,1501,817,1,REGION METROPOLITANA,LA GRANJA,"8170 SANTA ROSA, LA GRANJA",STA ROSA, ,8170,0,0,0,1,0
-70.6357848451364,-33.6145973099145,1502,818,1,REGION METROPOLITANA,LA PINTANA,"EL OLIVAR & LOS TILOS, LA PINTANA",EL OLIVAR,LOS TILOS,0,0,0,0,1,1
-70.6310268653176,-33.3656711194785,1503,819,1,REGION METROPOLITANA,HUECHURABA,"PABLO NERUDA & LOS NOGALES, HUECHURABA",PABLO NERUDA,LOA NOGALES,0,0,0,0,0,2
-70.6343263908797,-33.5421345806892,1504,820,7,REGION METROPOLITANA,SAN RAMON,"SANTA ROSA & AMERICO VESPUCIO, SAN RAMON",STA ROSA,AMERICO VESPUCIO,0,0,1,1,5,7
-70.6317544445948,-33.4054487088634,1505,821,1,REGION METROPOLITANA,RECOLETA,"181 LIRCAY, RECOLETA",LIRCAY, ,181,1,1,0,0,0
-70.6342495635921,-33.5408380091816,1506,822,1,REGION METROPOLITANA,LA GRANJA,"SANTA ROSA & IGNACIO SERRANO, LA GRANJA",STA ROSA,IGNACIO SERRANO,0,1,0,0,0,1
-70.6351120668435,-33.5880624273036,1507,823,1,REGION METROPOLITANA,LA PINTANA,"LO BLANCO & GABRIELA PONIENTE, LA PINTANA",LO BLANCO,GABRIELA,0,0,0,0,1,1
-70.6340516342405,-33.5415332393918,1508,824,1,REGION METROPOLITANA,LA GRANJA,"8846 SANTA ROSA, LA GRANJA",STA ROSA, ,8846,0,1,0,0,1
-70.6322638215005,-33.4473961521776,1509,826,1,REGION METROPOLITANA,SANTIAGO,"VICUNA MACKENNA & SANTA ISABEL, PROVIDENCIA",VICUNA MACKENNA,STA ISABEL,0,0,0,0,0,2
-70.6338739002784,-33.5426994921899,1510,827,2,REGION METROPOLITANA,LA GRANJA,"AMERICO VESPUCIO & SANTA ROSA, LA GRANJA",AMERICO VESPUCIO,STA ROSA,0,0,1,0,1,2
-70.6341496029197,-33.5579098165549,1511,828,1,REGION METROPOLITANA,SAN RAMON,"VENANCIA LEIVA & LAUTARO, SAN RAMON",VENANCIA LEIVA,LAUTARO,0,0,0,0,1,1
-70.6338551796361,-33.545156051246,1512,829,1,REGION METROPOLITANA,SAN RAMON,"SANTA ROSA & LOS FRANCISCANOS, SAN RAMON",STA ROSA,LOS FRANCISCANOS,0,0,1,0,0,1
-70.6319134737648,-33.4483310688162,1513,830,1,REGION METROPOLITANA,PROVIDENCIA,"VICUNA MACKENNA & PASSY, PROVIDENCIA",VICUNA MACKENNA,PASSY,0,0,0,0,1,1
-70.6326215889549,-33.4908055353332,1514,831,1,REGION METROPOLITANA,SAN JOAQUIN,"384 EL ESFUERZO, SAN JOAQUIN",EL ESFUERZO, ,384,0,1,0,1,0
-70.6341855438297,-33.582526391741,1515,832,1,REGION METROPOLITANA,LA PINTANA,"PATAGONIA & BALDOMERO LILLO, LA PINTANA",PATAGONIA,BALDOMERO LILLO,0,0,0,0,0,2
-70.6314750437546,-33.4498138895356,1516,833,1,REGION METROPOLITANA,NUNOA,"VICUNA MACKENNA & MALAQUIAS CONCHA, NUNOA",VICUNA MACKENNA,MALAQUIAS CONCHA,0,0,0,0,1,1
-70.6327484911244,-33.5182466045988,1517,834,1,REGION METROPOLITANA,LA GRANJA,"413 LO OVALLE, SAN JOAQUIN",LO OVALLE, ,413,0,1,0,0,1
-70.6295824011249,-33.3616408309054,1518,835,1,REGION METROPOLITANA,HUECHURABA,"JORGE INOSTROZA & EL REBENQUE, HUECHURABA",JORGE INOSTROZA,EL REBENQUE,0,0,1,0,0,1
-70.6312885306553,-33.4557959801261,1519,836,1,REGION METROPOLITANA,SANTIAGO,"MANUEL ANTONIO MATTA & SANTA ELENA, SANTIAGO",MANUEL ANTONIO MATTA,STA ELENA,0,0,0,0,1,1
-70.630994168205,-33.4427323685782,1520,837,1,REGION METROPOLITANA,PROVIDENCIA,"GENERAL BUSTAMANTE & FRANCISCO BILBAO, PROVIDENCIA",GRAL BUSTAMANTE,FRANCISCO BILBAO,0,0,0,0,1,1
-70.6308789395373,-33.4367908289126,1521,838,1,REGION METROPOLITANA,PROVIDENCIA,"SEMINARIO & RODOLFO VERGARA, PROVIDENCIA",SEMINARIO,RODOLFO VERGARA,0,0,0,0,1,1
-70.6301603440075,-33.401413282951,1522,839,1,REGION METROPOLITANA,RECOLETA,"EL SALTO & MUNOZ GAMERO, RECOLETA",EL SALTO,MUNOZ GAMERO,0,0,0,0,1,0
-70.6301066881669,-33.399871847011,1523,840,1,REGION METROPOLITANA,RECOLETA,"GAC OVALLE & PEDRO DONOSO VERGARA, RECOLETA",GAC OVALLE,PEDRO DONOSO VERGARA,0,0,0,0,1,1
-70.6315497794777,-33.4775608162397,1524,841,1,REGION METROPOLITANA,SAN JOAQUIN,"CARLOS SILVA VILDOSOLA & SIERRA BELLA, SAN JOAQUIN",CARLOS SILVA VILDOSOLA,SIERRA BELLA,0,0,0,0,1,1
-70.6319967189528,-33.5071184626898,1525,842,1,REGION METROPOLITANA,SAN JOAQUIN,"DEPARTAMENTAL & PINTOR DURERO, SAN JOAQUIN",DEPARTAMENTAL,PINTOR DURERO,0,0,1,0,0,1
-70.6299576036712,-33.4011544121818,1526,843,1,REGION METROPOLITANA,RECOLETA,"REINA DE CHILE & EL SALTO, RECOLETA",REINA DE CHILE,EL SALTO,0,0,0,0,1,1
