X,Y,FID,COD_REG,REGION,CUT,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,LAT,LNG,VAL_COM,TIPO,Año,Idaccident,Fecha,Tipo_Accid,Tipo__CONA,Zona,Causa__CON,Causa,Fallecidos,Graves,Menos_Grav,Leves,Hora
-70.1554191,-20.2183664,989,1,REGION TARAPACA,1101,IQUIQUE,LAS ROZAS, ,2043,"Avenida - Av. Arturo Prat Chacón 1099, Iquique, Tarapacá, Chile",-20.2183664,-70.1554191,1,ROOFTOP,2020,1290918,2020/07/20 00:00:00+00,OTRO TIPO,OTRO TIPO,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,20:30:00
-70.0953932,-20.2670356,990,1,REGION TARAPACA,1107,ALTO HOSPICIO,LAS PARCELAS,CALETERA A-616,0,"Alto Hospicio, Tarapacá, Chile",-20.2670356,-70.0953932,1,GEOMETRIC_CENTER,2020,1316738,2020/12/02 00:00:00+00,COLISION FRONTAL,COLISION,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION CONTRA SENTIDO DEL TRANSITO,0,0,0,0,07:45:00
-70.1426692,-20.2267447,991,1,REGION TARAPACA,1101,IQUIQUE,JOSE MIGUEL CARRERA, ,1315,"José Miguel Carrera 1315, Iquique, Tarapacá, Chile",-20.2267447,-70.1426692,1,RANGE_INTERPOLATED,2020,1318106,2020/12/11 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANA,CAUSAS NO DETERMINADAS,CAUSAS NO DETERMINADAS,0,0,0,0,15:00:00
-70.1251728,-20.2526787,992,1,REGION TARAPACA,1101,IQUIQUE,ALGARROBO, ,3440,"Los Algarrobos 3440, Iquique, Tarapacá, Chile",-20.2526787,-70.1251728,1,RANGE_INTERPOLATED,2020,1253346,2020/01/01 00:00:00+00,CHOQUE POSTERIOR,CHOQUE,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,13:20:00
-70.1368551,-20.2479851,993,1,REGION TARAPACA,1101,IQUIQUE,PLAYA BRAVA,PLAYA BRAVA,0,"Playa Brava, Iquique, Tarapacá, Chile",-20.2479851,-70.1368551,1,GEOMETRIC_CENTER,2020,1253665,2020/01/02 00:00:00+00,COLISION LATERAL,COLISION,URBANA,DESOBEDIENCIA A SEÑALIZACION,SEÑALIZACION DESOBEDECER SEÑAL PARE,0,0,0,1,11:15:00
-70.1272539,-20.2429309,994,1,REGION TARAPACA,1101,IQUIQUE,LOS ALGARROBOS, ,2980,"Los Algarrobos 2980, Iquique, Tarapacá, Chile",-20.2429309,-70.1272539,1,ROOFTOP,2020,1253377,2020/01/01 00:00:00+00,CHOQUE POSTERIOR,CHOQUE,URBANA,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,0,0,0,0,08:00:00
-70.1427771,-20.238604,995,1,REGION TARAPACA,1101,IQUIQUE,LUIS EMILIO RECABARREN,TADEO HAENKE,0,"Av. Tadeo Haenke & Av. Luis Emilio Recabarren, Iquique, Tarapacá, Chile",-20.238604,-70.1427771,1,GEOMETRIC_CENTER,2020,1253418,2020/01/01 00:00:00+00,COLISION POR ALCANCE,COLISION,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,0,0,0,16:00:00
-70.1449725,-20.2409532,996,1,REGION TARAPACA,1101,IQUIQUE,ARTURO PRAT,HEROES DE LA CONCEPCION,0,"Av. Arturo Prat Chacón & Av. Heroes de la Concepción, Iquique, Tarapacá, Chile",-20.2409532,-70.1449725,1,GEOMETRIC_CENTER,2020,1253614,2020/01/01 00:00:00+00,CHOQUE POSTERIOR,CHOQUE,URBANA,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,0,0,0,0,16:00:00
-70.1353452,-20.2201543,997,1,REGION TARAPACA,1101,IQUIQUE,SALVADOR ALLENDE,BULNES,0,"Leonora Latorre & Manuel Bulnes, Iquique, Tarapacá, Chile",-20.2201543,-70.1353452,1,GEOMETRIC_CENTER,2020,1253675,2020/01/02 00:00:00+00,COLISION LATERAL,COLISION,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,0,0,0,0,18:40:00
-70.1345662,-20.2470713,998,1,REGION TARAPACA,1101,IQUIQUE,PAMPA AEROLITO,SANTIAGO POLANCO,0,"Avenida Santiago Polanco & Pampa Aerolito, Iquique, Tarapacá, Chile",-20.2470713,-70.1345662,1,GEOMETRIC_CENTER,2020,1254287,2020/01/02 00:00:00+00,ATROPELLO,ATROPELLO,URBANA,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,0,1,0,0,21:50:00
